index,Parameter Name,J (MeV),L (MeV),K (MeV),m*/m,J-J_calc,L-L_calc,K-K_Calc
130,J-33L-30K600ms_m0.95,-33.00000003976069,-30.00000012894779,600.0000000121295,0.9500000000089144,0.0,2.275485755376394e-8,-7.030484994174913e-8
131,J-33L-30K600ms_m1.0,-33.00000003828771,-30.000000121484902,600.0000000275448,1.0,0.0,2.275406174589989e-8,-8.538040674466174e-8
132,J-33L-20K0ms_m0.6,-33.00000007177934,-20.00000034104562,-5.882265980972079e-7,0.6000000000340384,0.0,-5.1569941206253134e-8,1.7956882913949823e-7
133,J-33L-20K0ms_m0.65,-33.00000006974756,-20.000000330647936,-5.662388957716757e-7,0.6500000000136412,0.0,-5.156501359238064e-8,1.7485149328422278e-7
134,J-33L-20K0ms_m0.7,-33.000000064505,-20.00000030423098,-5.123821154029429e-7,0.6999999999639966,0.0,-5.154720383870881e-8,1.6701042682143463e-7
135,J-33L-20K0ms_m0.75,-33.00000006862891,-20.000000324673465,-5.523813371155484e-7,0.7500000000265925,0.0,-5.1564217784516586e-8,2.0999122796183666e-7
136,J-33L-20K0ms_m0.8,-33.00000005697393,-20.000000266243433,-4.347458784081937e-7,0.7999999999530085,0.0,-5.155891358299414e-8,1.6442923111981155e-7
137,J-33L-20K0ms_m0.85,-33.00000006840247,-20.000000323249196,-5.480735438823103e-7,0.8500000001476511,0.0,-5.1558117775130086e-8,1.8206880270099656e-7
138,J-33L-20K0ms_m0.9,-33.00000006305086,-20.00000029636965,-4.937066435672932e-7,0.9000000001179776,0.0,-5.155413873580983e-8,1.8077462726751047e-7
139,J-33L-20K0ms_m0.95,-33.00000006737801,-20.000000317896593,-5.362161559219203e-7,0.9500000000296016,0.0,-5.155952820246057e-8,1.6824433402007354e-7
140,J-33L-20K0ms_m1.0,-33.0000000654785,-20.00000030830097,-5.165358061276493e-7,1.0,0.0,-5.155623128416664e-8,1.7973923149838821e-7
141,J-33L-20K300ms_m0.6,-33.00000001120195,-20.000000059554054,299.9999998741745,0.6000000000175344,0.0,-1.7672107333055465e-8,6.148485454104957e-8
142,J-33L-20K300ms_m0.65,-33.00000000917011,-20.00000004915637,299.99999989616254,0.6499999999942719,0.0,-1.7674210539553314e-8,6.832988219684921e-8
143,J-33L-20K300ms_m0.7,-33.00000000392758,-20.00000002273913,299.99999995001906,0.6999999999415328,-7.105427357601002e-15,-1.767232404858987e-8,6.253486617424642e-8
144,J-33L-20K300ms_m0.75,-33.000000007989044,-20.000000042869374,299.9999999106446,0.7500000000523801,7.105427357601002e-15,-1.7677439956287344e-8,5.9585659073491115e-8
145,J-33L-20K300ms_m0.8,-33.00000000694406,-20.00000003748937,299.99999992217977,0.7999999999823489,-7.105427357601002e-15,-1.7677667329962787e-8,6.457247536673094e-8
146,J-33L-20K300ms_m0.85,-33.00000000788751,-20.00000004206987,299.9999999137028,0.8500000000482829,0.0,-1.7672608265684175e-8,7.08293441675778e-8
147,J-33L-20K300ms_m0.9,-33.00000000954677,-20.000000050244523,299.99999989796146,0.9000000000808437,7.105427357601002e-15,-1.7675450436627216e-8,6.32734327155049e-8
148,J-33L-20K300ms_m0.95,-33.000000007653526,-20.000000040669534,299.9999999176556,0.9500000000296016,0.0,-1.767360302551424e-8,6.229930704648723e-8
149,J-33L-20K300ms_m1.0,-33.00000000752236,-20.00000003991579,299.99999991965257,1.0,0.0,-1.767573465372152e-8,6.040818334440701e-8
150,J-33L-20K600ms_m0.6,-33.000000014917624,-20.000000034381856,600.0000000845208,0.5999999999845264,-7.105427357601002e-15,1.6209281028523037e-8,-6.114623829489574e-8
151,J-33L-20K600ms_m0.65,-33.000000017150455,-20.000000045307445,600.0000000638624,0.6500000000523799,0.0,1.6212549525107534e-8,-5.295078153721988e-8
152,J-33L-20K600ms_m0.7,-33.000000011055,-20.000000014625584,600.0000001262482,0.6999999999864605,-7.105427357601002e-15,1.6203443919948768e-8,-6.63827677271911e-8
153,J-33L-20K600ms_m0.75,-33.00000001517894,-20.000000035068098,600.000000086249,0.75000000005238,1.4210854715202004e-14,1.6210918829528964e-8,-6.545474207086954e-8
154,J-33L-20K600ms_m0.8,-33.00000002052496,-20.000000061643135,600.0000000338746,0.7999999999588766,7.105427357601002e-15,1.622218448460444e-8,-7.475318852812052e-8
155,J-33L-20K600ms_m0.85,-33.00000001026134,-20.000000010188245,600.0000001374681,0.849999999998599,7.105427357601002e-15,1.6206353592451705e-8,-6.713423772453098e-8
156,J-33L-20K600ms_m0.9,-33.00000002387246,-20.000000078122284,600.0000000022083,0.9000000000065753,1.4210854715202004e-14,1.6214553255622377e-8,-7.367771104327403e-8
157,J-33L-20K600ms_m0.95,-33.00000001264863,-20.000000021894223,600.0000001152082,0.9500000000089144,0.0,1.6214741549447353e-8,-7.087442099873442e-8
158,J-33L-20K600ms_m1.0,-33.00000001117559,-20.000000014431095,600.0000001306241,1.0,0.0,1.621652856442779e-8,-6.906691396579845e-8
159,J-33L-10K0ms_m0.6,-32.999999881802154,-9.999999582531586,1.663124891138068e-7,0.6000000000340384,0.0,-5.811311609704717e-8,2.0611425100014458e-7
160,J-33L-10K0ms_m0.65,-32.99999987977037,-9.99999957213413,1.8830019143933896e-7,0.6500000000136412,0.0,-5.8111822909268085e-8,2.0467109607125167e-7
161,J-33L-10K0ms_m0.7,-32.99999992843084,-9.999999815231718,-2.9687278413348395e-7,0.6999999999864605,-2.842170943040401e-14,-5.8086129683943e-8,1.9261726436070603e-7
162,J-33L-10K0ms_m0.75,-32.99999980663898,-9.999999206095481,9.222856078849873e-7,0.7499999999879112,-2.842170943040401e-14,-5.811061498661729e-8,2.0247739485057526e-7
163,J-33L-10K0ms_m0.8,-32.999999920046776,-9.999999772979663,-2.1070748346119217e-7,0.7999999999530085,2.842170943040401e-14,-5.810404957173887e-8,2.0132772249326086e-7
164,J-33L-10K0ms_m0.85,-32.99999980769189,-9.999999211068257,9.137991270335988e-7,0.8500000001476511,0.0,-5.810348113755026e-8,2.1097572755479622e-7
165,J-33L-10K0ms_m0.9,-32.99999982002362,-9.999999272605237,7.91333143013162e-7,0.9000000001179776,-2.842170943040401e-14,-5.809992842387146e-8,2.1886307166596442e-7
166,J-33L-10K0ms_m0.95,-32.999999895084215,-9.999999647799314,4.148927956748594e-8,0.9500000000296016,-2.842170943040401e-14,-5.8106550682168745e-8,1.915900114113356e-7
167,J-33L-10K0ms_m1.0,-32.99999991086804,-9.999999726621013,-1.1566453395062126e-7,1.0,2.842170943040401e-14,-5.809935998968285e-8,2.0735387806780642e-7
168,J-33L-10K300ms_m0.6,-32.9999999840898,-9.999999952500502,299.99999997725325,0.6000000000175344,0.0,-2.420541989067715e-8,7.810484703441034e-8
169,J-33L-10K300ms_m0.65,-32.9999999803521,-9.999999933573463,300.00000001629985,0.6499999999555333,-7.105427357601002e-15,-2.4204041437769774e-8,8.123777206492377e-8
170,J-33L-10K300ms_m0.7,-32.99999997954481,-9.999999929332546,300.00000002580396,0.7000000000134171,0.0,-2.4210820015468926e-8,7.754283615213353e-8
171,J-33L-10K300ms_m0.75,-32.99999998008644,-9.999999931863556,300.000000021628,0.7499999999750174,7.105427357601002e-15,-2.4208603122133354e-8,7.132047130653518e-8
172,J-33L-10K300ms_m0.8,-32.99999998696774,-9.999999966114899,299.9999999539005,0.7999999999236681,-7.105427357601002e-15,-2.4213420601881808e-8,8.104785820250981e-8
173,J-33L-10K300ms_m0.85,-32.99999997985998,-9.99999993043923,300.0000000259356,0.8500000000814057,0.0,-2.4218010707954818e-8,7.54234292799083e-8
174,J-33L-10K300ms_m0.9,-32.99999999389756,-10.000000000505736,299.9999998864108,0.9000000001179776,0.0,-2.420553357751487e-8,8.671560181028326e-8
175,J-33L-10K300ms_m0.95,-32.99999998054139,-9.999999933615925,300.0000000207344,0.9500000000296016,-7.105427357601002e-15,-2.4207921001107024e-8,7.042683591862442e-8
176,J-33L-10K300ms_m1.0,-32.99999997864188,-9.999999924020528,300.00000004041476,1.0,0.0,-2.42091147129031e-8,7.660128176212311e-8
177,J-33L-10K600ms_m0.6,-33.00000002464311,-10.000000078943401,600.000000014661,0.6000000000670465,7.105427357601002e-15,9.678259971224179e-9,-3.76918478650623e-8
178,J-33L-10K600ms_m0.65,-33.00000001919967,-10.000000051487582,600.000000070766,0.6499999999749027,-7.105427357601002e-15,9.688939428542653e-9,-2.496983597666258e-8
179,J-33L-10K600ms_m0.7,-33.00000001736881,-10.00000004212881,600.0000000905053,0.7000000000089244,-7.105427357601002e-15,9.680057644345652e-9,-3.121920144621981e-8
180,J-33L-10K600ms_m0.75,-33.00000001893396,-10.000000049777498,600.0000000760942,0.750000000000805,1.4210854715202004e-14,9.683063240117917e-9,-4.8904439609032124e-8
181,J-33L-10K600ms_m0.8,-33.00000002581525,-10.000000084028837,600.0000000083668,0.7999999999530085,7.105427357601002e-15,9.679741452828239e-9,-3.580066731956322e-8
182,J-33L-10K600ms_m0.85,-33.00000003553794,-10.000000132505335,599.999999912098,0.8500000000814057,1.4210854715202004e-14,9.678174706095888e-9,-3.3844003155536484e-8
183,J-33L-10K600ms_m0.9,-33.00000002762753,-10.000000092831678,599.9999999920534,0.8999999999323072,7.105427357601002e-15,9.690543478768632e-9,-3.441300577833317e-8
184,J-33L-10K600ms_m0.95,-33.0000000181095,-10.000000045132868,600.0000000879945,0.9500000000089144,0.0,9.690335645018422e-9,-3.2604475563857704e-8
185,J-33L-10K600ms_m1.0,-33.00000001663646,-10.000000037669736,600.0000001034105,1.0,0.0,9.686587532087287e-9,-3.5503603612596635e-8
186,J-33L0K0ms_m0.6,-33.00000001755507,-1.269387439606362e-7,-3.8206984243061015e-7,0.6000000000340384,0.0,-6.464510704518034e-8,2.4544739574139395e-7
187,J-33L0K0ms_m0.65,-33.00000001722913,-1.2507041446951916e-7,-3.771403100927273e-7,0.6500000000523799,0.0,-6.46430180495372e-8,2.5313951823591207e-7
188,J-33L0K0ms_m0.7,-33.00000006418372,-3.596387614379637e-7,-8.452551156779009e-7,0.6999999999864605,2.842170943040401e-14,-6.461800694523845e-8,2.155795044700426e-7
189,J-33L0K0ms_m0.75,-32.99999994239187,2.494974751243717e-7,3.739035321359552e-7,0.7499999999879112,2.842170943040401e-14,-6.464377122483711e-8,2.260537996789935e-7
190,J-33L0K0ms_m0.8,-33.00000005579966,-3.173865934513742e-7,-7.590893034148394e-7,0.7999999999530085,2.842170943040401e-14,-6.462600765644311e-8,2.3349910804881802e-7
191,J-33L0K0ms_m0.85,-32.99999994344478,2.445248128424282e-7,3.6541756287533644e-7,0.8500000001476511,0.0,-6.464249224791274e-8,2.3987318797935586e-7
192,J-33L0K0ms_m0.9,-32.9999999557765,1.8298771919944556e-7,2.42951077922271e-7,0.9000000001179776,2.842170943040401e-14,-6.463010038260109e-8,2.4018848776563573e-7
193,J-33L0K0ms_m0.95,-33.0000000308371,-1.9220635749661596e-7,-5.068928192741851e-7,0.9500000000296018,0.0,-6.463949375756783e-8,2.2816079869869565e-7
194,J-33L0K0ms_m1.0,-33.000000046620926,-2.7102748845209135e-7,-6.64045330722729e-7,1.0,-2.842170943040401e-14,-6.46306688167897e-8,2.46688557581365e-7
