index,Parameter Name,J (MeV),L (MeV),K (MeV),m*/m,J-J_calc,L-L_calc,K-K_Calc
365,J-32L-20K300ms_m1.0,-31.99999999760115,-19.99999999804413,299.9999999715584,1.0,3.552713678800501e-15,-1.572563590457321e-8,5.603908448392758e-8
366,J-32L-20K600ms_m0.6,-32.000000039337785,-20.000000131643958,599.9999999884515,0.5999999999845264,-7.105427357601002e-15,1.8173192728454524e-8,-6.942650543351192e-8
367,J-32L-20K600ms_m0.65,-32.000000037305945,-20.00000012124636,600.0000000104395,0.6499999999555333,-7.105427357601002e-15,1.818549932863789e-8,-6.708353339490714e-8
368,J-32L-20K600ms_m0.7,-32.0000000359016,-20.000000114020196,600.0000000259138,0.6999999999976924,-7.105427357601002e-15,1.8179473926238643e-8,-6.143181963125244e-8
369,J-32L-20K600ms_m0.75,-32.0000000378932,-20.00000012380096,600.0000000072382,0.750000000000805,-1.4210854715202004e-14,1.8171800064692434e-8,-6.04622982791625e-8
370,J-32L-20K600ms_m0.8,-32.000000046053906,-20.000000164449403,599.9999999267166,0.7999999999970194,7.105427357601002e-15,1.8170311477661016e-8,-7.110065780580044e-8
371,J-32L-20K600ms_m0.85,-32.00000003459618,-20.00000010702405,600.0000000422513,0.8499999999952866,7.105427357601002e-15,1.8166190329793608e-8,-6.688810572086368e-8
372,J-32L-20K600ms_m0.9,-32.00000003060926,-20.000000086967788,600.0000000829717,0.9000000000065753,-1.4210854715202004e-14,1.817832639972039e-8,-5.727235929953167e-8
373,J-32L-20K600ms_m0.95,-32.00000003706876,-20.000000119156496,600.0000000191384,0.9500000000089144,0.0,1.8178909044763714e-8,-6.217044301592978e-8
374,J-32L-20K600ms_m1.0,-32.00000003559572,-20.000000111693367,600.0000000345543,1.0,0.0,1.8170464244349205e-8,-6.854838829895016e-8
375,J-32L-10K0ms_m0.6,-32.000000006905594,-10.000000118064008,-5.457141298848001e-7,0.6000000000373393,0.0,-5.6132464010261174e-8,1.7511726468910648e-7
376,J-32L-10K0ms_m0.65,-32.000000004703196,-10.000000106813445,-5.220203149747249e-7,0.6500000000136411,0.0,-5.613860309949814e-8,1.7425472265131258e-7
377,J-32L-10K0ms_m0.7,-32.0000000525107,-10.000000345646527,-9.986642339754326e-7,0.6999999999639966,0.0,-5.6130417647182185e-8,1.6581867612330846e-7
378,J-32L-10K0ms_m0.75,-31.99999993157178,-9.999999740774797,2.1196484567553853e-7,0.7499999999879112,0.0,-5.61393136422339e-8,1.7216308378920075e-7
379,J-32L-10K0ms_m0.8,-31.999999974246208,-9.999999953992074,-2.1369440617036162e-7,0.7999999999530085,0.0,-5.612257325537939e-8,1.797188957652907e-7
380,J-32L-10K0ms_m0.85,-31.999999967991386,-9.999999922581083,-1.5018842702829716e-7,0.8500000001476511,0.0,-5.6140308402063965e-8,1.859267086956607e-7
381,J-32L-10K0ms_m0.9,-31.999999962639748,-9.999999895701421,-9.582074866898438e-8,0.9000000001179776,0.0,-5.612726283743541e-8,1.9670685347250588e-7
382,J-32L-10K0ms_m0.95,-31.999999966966925,-9.999999917228479,-1.3833103906790711e-7,0.9500000000296016,0.0,-5.613340192667238e-8,1.853012818742173e-7
383,J-32L-10K0ms_m1.0,-31.999999965067445,-9.999999907633082,-1.1865043347825122e-7,1.0,-2.842170943040401e-14,-5.612862707948807e-8,1.935222542215343e-7
384,J-32L-10K300ms_m0.6,-31.999999975083995,-9.999999915205876,300.0000000200049,0.6000000000010304,7.105427357601002e-15,-2.2251484210755734e-8,8.97517793418956e-8
385,J-32L-10K300ms_m0.65,-31.999999974758055,-9.999999913337547,300.0000000249342,0.6500000000136412,-7.105427357601002e-15,-2.2257708565120993e-8,8.01518353910069e-8
386,J-32L-10K300ms_m0.7,-31.99999997122137,-9.999999895449662,300.0000000617321,0.7000000000089244,-7.105427357601002e-15,-2.226100548341492e-8,8.62543174662278e-8
387,J-32L-10K300ms_m0.75,-31.99999997193359,-9.99999989883355,300.00000005585025,0.7499999999750174,3.552713678800501e-15,-2.2255605358623143e-8,7.505190069423406e-8
388,J-32L-10K300ms_m0.8,-31.99999998052074,-9.999999941614305,299.999999971064,0.7999999999823489,3.552713678800501e-15,-2.226396134119568e-8,8.030565368244424e-8
389,J-32L-10K300ms_m0.85,-31.999999971707126,-9.999999897409339,300.0000000601579,0.8500000000814057,-3.552713678800501e-15,-2.2265552956923784e-8,7.608537089254241e-8
390,J-32L-10K300ms_m0.9,-31.999999984891772,-9.999999963211053,299.9999999291624,0.9000000000808435,-3.552713678800501e-15,-2.2258788590079348e-8,8.54703898767184e-8
391,J-32L-10K300ms_m0.95,-31.999999968123845,-9.999999879262646,300.00000009760333,0.9499999998227282,0.0,-2.225496587016096e-8,7.925422096377588e-8
392,J-32L-10K300ms_m1.0,-31.99999997048903,-9.99999989099058,300.000000074637,1.0,-3.552713678800501e-15,-2.2254468490245927e-8,8.524392569597694e-8
393,J-32L-10K600ms_m0.6,-32.000000012225634,-10.000000024590491,600.00000009153,0.5999999999845264,-7.105427357601002e-15,1.1636387853286578e-8,-4.298442490835441e-8
394,J-32L-10K600ms_m0.65,-32.000000010193794,-10.000000014192821,600.0000001135179,0.6499999999555333,-7.105427357601002e-15,1.1647699693639879e-8,-3.931131686840672e-8
395,J-32L-10K600ms_m0.7,-32.00000000836298,-10.000000004834135,600.0000001332576,0.6999999999864606,-7.105427357601002e-15,1.1637453667390218e-8,-3.9216729419422336e-8
396,J-32L-10K600ms_m0.75,-32.000000011634,-10.000000021012156,600.0000001017875,0.7500000000265925,1.4210854715202004e-14,1.1636359431577148e-8,-6.025049970048713e-8
397,J-32L-10K600ms_m0.8,-32.000000018941755,-10.000000057395837,600.0000000297952,0.7999999999970193,7.105427357601002e-15,1.1635947316790407e-8,-4.169112344243331e-8
398,J-32L-10K600ms_m0.85,-32.00000000756932,-10.000000000396966,600.0000001444772,0.849999999998599,7.105427357601002e-15,1.1625914453361474e-8,-4.5391288949758746e-8
399,J-32L-10K600ms_m0.9,-32.000000021180455,-10.00000006833092,600.0000000092173,0.9000000000065755,1.4210854715202004e-14,1.164038110346155e-8,-5.817639703309396e-8
400,J-32L-10K600ms_m0.95,-32.000000009956594,-10.000000012102774,600.0000001222173,0.9500000000089144,0.0,1.1642356412266963e-8,-5.209881237533409e-8
401,J-32L-10K600ms_m1.0,-32.00000000848357,-10.000000004639816,600.0000001376329,1.0,0.0,1.16424843099594e-8,-4.384548901725793e-8
402,J-32L0K0ms_m0.6,-32.00000014248792,-6.616179462071159e-7,-1.0923900930492891e-6,0.6000000000340384,0.0,-6.26719867113934e-8,2.315045009027019e-7
403,J-32L0K0ms_m0.65,-32.000000140456166,-6.512202617159346e-7,-1.0704021349283721e-6,0.6500000000136412,0.0,-6.267536889481562e-8,2.021287457409928e-7
404,J-32L0K0ms_m0.7,-32.00000018911658,-8.943180773712811e-7,-1.5555753805074346e-6,0.6999999999864605,0.0,-6.26447871354685e-8,2.179051818984592e-7
405,J-32L0K0ms_m0.75,-32.00000006732472,-2.85181727122108e-7,-3.364167184827238e-7,0.7499999999879112,2.842170943040401e-14,-6.267043772822944e-8,1.9236350112805667e-7
406,J-32L0K0ms_m0.8,-32.00000018073263,-8.520660230715293e-7,-1.4694100656242881e-6,0.7999999999530085,-2.842170943040401e-14,-6.26507699053036e-8,2.0042220683080835e-7
407,J-32L0K0ms_m0.85,-32.00000006837769,-2.901545030908892e-7,-3.4490295774958213e-7,0.8500000001476511,-2.842170943040401e-14,-6.266991192660498e-8,2.253161142107275e-7
408,J-32L0K0ms_m0.9,-32.000000080709356,-3.516914830470341e-7,-4.6736892755916415e-7,0.9000000001179776,0.0,-6.266550656164327e-8,2.3606838084333514e-7
409,J-32L0K0ms_m0.95,-32.00000015576995,-7.268855597430957e-7,-1.2172133150301079e-6,0.9500000000296018,0.0,-6.266274965582852e-8,2.1575243103200158e-7
410,J-32L0K0ms_m1.0,-32.00000017155378,-8.057070317590842e-7,-1.3743666045229475e-6,1.0,2.842170943040401e-14,-6.265831586915738e-8,2.15759826005524e-7
411,J-32L0K300ms_m0.6,-31.999999982250756,5.3026212754048174e-8,299.99999997573286,0.6000000000340384,7.105427357601002e-15,-2.8776511840078456e-8,1.0584739129626541e-7
412,J-32L0K300ms_m0.65,-31.999999978513046,7.19532522452937e-8,300.0000000147796,0.6499999999749027,7.105427357601002e-15,-2.877406757306744e-8,1.109244749386562e-7
413,J-32L0K300ms_m0.7,-31.999999976682233,8.131183903969941e-8,300.00000003451885,0.7000000000089243,1.4210854715202004e-14,-2.8782707772734284e-8,1.0365175739934784e-7
414,J-32L0K300ms_m0.75,-31.999999979100323,6.939859531485126e-8,300.00000001157827,0.7500000000265925,0.0,-2.8780789307347732e-8,1.0598381550153135e-7
415,J-32L0K300ms_m0.8,-31.999999984275746,4.367655037640361e-8,299.99999996090935,0.799999999923668,1.4210854715202004e-14,-2.8777279226233077e-8,1.0555305607340415e-7
416,J-32L0K300ms_m0.85,-31.999999992292544,3.729383024619892e-9,299.9999998816991,0.8499999999820376,7.105427357601002e-15,-2.877794713640469e-8,1.0666258276614826e-7
417,J-32L0K300ms_m0.9,-31.999999986940935,3.06090441881679e-8,299.99999993606644,0.8999999999323072,0.0,-2.8769377991011424e-8,1.0158311170016532e-7
418,J-32L0K300ms_m0.95,-31.9999999778494,7.617552455485566e-8,300.0000000277434,0.9500000000296016,0.0,-2.877540339341067e-8,9.994590755013633e-8
419,J-32L0K300ms_m1.0,-31.999999993633253,-2.6459474611328915e-9,299.99999987059016,1.0,7.105427357601002e-15,-2.8775232863154088e-8,1.0445529596836423e-7
420,J-32L0K600ms_m0.6,-32.00000001768654,-4.7828876859057345e-8,600.0000000643167,0.5999999999845264,7.105427357601002e-15,5.118423018757312e-9,-2.8963427212147508e-8
421,J-32L0K600ms_m0.65,-32.000000017360556,-4.596054736794031e-8,600.000000069246,0.6499999999942719,7.105427357601002e-15,5.121790991324815e-9,-1.6974126992863603e-8
422,J-32L0K600ms_m0.7,-32.000000031507234,-1.1648947406683874e-7,599.9999999292103,0.6999999999864605,7.105427357601002e-15,5.111175482852559e-9,-1.5708451428508852e-8
423,J-32L0K600ms_m0.75,-32.00000003477824,-1.3266724252503082e-7,599.9999998977408,0.7500000000265925,0.0,5.11608888587034e-9,-2.149602096324088e-8
424,J-32L0K600ms_m0.8,-32.00000002499968,-8.361948999890956e-8,599.9999999966115,0.8000000000175577,0.0,5.1182738047828025e-9,-1.5427985999849625e-8
425,J-32L0K600ms_m0.85,-32.00000003199298,-1.1844922198633867e-7,599.9999999276362,0.8500000000482829,0.0,5.122117840983265e-9,-2.4342512006114703e-8
426,J-32L0K600ms_m0.9,-32.000000024935474,-8.304005660875191e-8,599.9999999990623,0.8999999999323072,0.0,5.114493717428559e-9,-1.6251306078629568e-8
427,J-32L0K600ms_m0.95,-32.00000003224791,-1.1949336453653814e-7,599.9999999266997,0.9499999999675396,1.4210854715202004e-14,5.113093948239111e-9,-3.182731234119274e-8
428,J-32L0K600ms_m1.0,-32.000000031627806,-1.1629498430920648e-7,599.9999999335862,1.0,-1.4210854715202004e-14,5.1133923761881306e-9,-1.6448552742076572e-8
429,J-32L10K0ms_m0.6,-31.99999995421655,10.000000088366278,-3.549096874166935e-7,0.6000000000670466,0.0,-6.918499195762706e-8,3.0596326894283276e-7
430,J-32L10K0ms_m0.65,-31.999999952184794,10.000000098763735,-3.3292248247107636e-7,0.6500000000523799,-2.842170943040401e-14,-6.92028834237135e-8,3.1700243141585826e-7
431,J-32L10K0ms_m0.7,-31.99999999913939,9.999999864195274,-8.010370748934292e-7,0.6999999999864606,0.0,-6.917628070368664e-8,2.810797212760008e-7
432,J-32L10K0ms_m0.75,-31.999999877347534,10.000000473331625,4.1812184292666643e-7,0.7499999999879112,0.0,-6.91921258066941e-8,2.794807443251557e-7
433,J-32L10K0ms_m0.8,-31.999999990755327,9.999999906447556,-7.148709997295555e-7,0.7999999999530085,2.842170943040401e-14,-6.918310191394994e-8,2.804800018907372e-7
434,J-32L10K0ms_m0.85,-31.999999878400388,10.000000468359076,4.096358736660477e-7,0.8500000001476511,2.842170943040401e-14,-6.91937174224222e-8,2.95551132012406e-7
435,J-32L10K0ms_m0.9,-31.999999890732113,10.00000040682221,2.8716963740293977e-7,0.9000000001179776,0.0,-6.918749306805694e-8,3.046660417282965e-7
436,J-32L10K0ms_m0.95,-31.99999996579271,10.000000031627906,-4.626742153845953e-7,0.9500000000296016,0.0,-6.919349004874675e-8,2.761651742844152e-7
437,J-32L10K0ms_m1.0,-31.999999981576593,9.999999952806775,-6.198275173119328e-7,1.0,-2.842170943040401e-14,-6.919788120285375e-8,2.854835088328401e-7
438,J-32L10K300ms_m0.6,-31.999999986005776,10.000000038317012,299.9999999655781,0.6000000000010303,0.0,-3.530608694291004e-8,1.323225546911999e-7
439,J-32L10K300ms_m0.65,-32.000000004216105,9.999999947503966,299.99999978514467,0.6500000000330105,-1.4210854715202004e-14,-3.5309426493768115e-8,1.3002505738768377e-7
440,J-32L10K300ms_m0.7,-32.00000000067942,9.999999965391794,299.99999982194254,0.7000000000313881,0.0,-3.530510639393469e-8,1.4226657185645308e-7
441,J-32L10K300ms_m0.75,-31.99999999968577,9.999999970537374,299.9999998331193,0.7499999999492298,0.0,-3.5301013667776715e-8,1.329797214566497e-7
442,J-32L10K300ms_m0.8,-31.999999990589572,10.000000016173317,299.9999999251667,0.7999999999530085,0.0,-3.530813330598903e-8,1.3120131825417047e-7
443,J-32L10K300ms_m0.85,-31.999999997753434,9.99999998049077,299.9999998544856,0.8499999999820376,0.0,-3.5304239531797066e-8,1.286641122533183e-7
444,J-32L10K300ms_m0.9,-31.999999992401825,10.000000007370545,299.99999990885306,0.8999999999323072,-1.4210854715202004e-14,-3.5295769862386805e-8,1.3187246850066003e-7
445,J-32L10K300ms_m0.95,-32.00000000099362,9.999999964520157,299.9999998236963,0.9500000000296018,7.105427357601002e-15,-3.5304267953506496e-8,1.2877490007667802e-7
446,J-32L10K300ms_m1.0,-31.999999999094143,9.999999974115667,299.9999998433768,1.0,-7.105427357601002e-15,-3.53019373733332e-8,1.316752786806319e-7
447,J-32L10K600ms_m0.6,-32.0000000125224,9.999999949484518,599.9999999479152,0.6000000000670465,-7.105427357601002e-15,-1.4158416661302908e-9,1.5581576917611528e-8
448,J-32L10K600ms_m0.65,-32.00000000963763,9.99999996414698,599.9999999784326,0.6500000000330105,0.0,-1.4104557521932293e-9,1.2538521332317032e-8
449,J-32L10K600ms_m0.7,-32.00000000439511,9.999999990564078,600.000000032289,0.6999999999864606,7.105427357601002e-15,-1.4153158645058284e-9,-1.5442083167727105e-9
450,J-32L10K600ms_m0.75,-32.00000000604554,9.999999982489015,600.0000000170248,0.7499999999775961,0.0,-1.416410100318899e-9,1.5421733223774936e-8
451,J-32L10K600ms_m0.8,-31.999999997716976,10.00000002428692,600.0000001013958,0.8000000000116896,-7.105427357601002e-15,-1.4131273928796872e-9,8.627353054180276e-9
452,J-32L10K600ms_m0.85,-32.0000000040279,9.999999992869078,600.0000000392442,0.8500000000151603,-7.105427357601002e-15,-1.4114078794591478e-9,1.3084786587569397e-8
453,J-32L10K600ms_m0.9,-31.999999998676287,10.00000001974874,600.0000000936116,0.8999999999694414,0.0,-1.4124310609986424e-9,1.0972485142701771e-8
454,J-32L10K600ms_m0.95,-32.00000000641519,9.999999981163114,600.0000000169842,0.9500000000296016,0.0,-1.4189964758770657e-9,6.3771494751563296e-9
455,J-32L10K600ms_m1.0,-32.000000004515684,9.999999990758482,600.0000000366647,1.0,0.0,-1.4119052593741799e-9,4.46857484348584e-9
456,J-32L20K0ms_m0.6,-32.00000008783718,19.999999554621354,-8.819673666948802e-7,0.6000000000257864,2.842170943040401e-14,-7.57320712807541e-8,2.972493575725823e-7
457,J-32L20K0ms_m0.65,-32.00000008751124,19.999999556489456,-8.770383601586218e-7,0.6500000000426952,2.842170943040401e-14,-7.573362381663173e-8,2.852958687071807e-7
458,J-32L20K0ms_m0.7,-32.00000013617171,19.99999931339198,-1.3622113641531541e-6,0.7000000000201563,0.0,-7.573573768127062e-8,2.8582714151070853e-7
459,J-32L20K0ms_m0.75,-32.00000001224754,19.99999993319011,-1.2172985464076191e-7,0.7499999999621236,0.0,-7.572513638365308e-8,2.8150599007403803e-7
460,J-32L20K0ms_m0.8,-32.0000001277877,19.99999935564415,-1.276046056375435e-6,0.7999999999970194,0.0,-7.574374194518896e-8,2.8737533597222885e-7
461,J-32L20K0ms_m0.85,-32.00000001031515,19.999999943143393,-1.0036392694701135e-7,0.849999999998599,2.842170943040401e-14,-7.572229421271004e-8,2.815897417463021e-7
462,J-32L20K0ms_m0.9,-32.000000023926304,19.99999987520937,-2.3562339279692424e-7,0.9000000000065753,0.0,-7.573710192332328e-8,2.7791142187538753e-7
463,J-32L20K0ms_m0.95,-32.00000010094857,19.99999949020662,-1.0050852470300242e-6,0.9500000000006396,2.842170943040401e-14,-7.573476068500895e-8,2.9967585213341884e-7
464,J-32L20K0ms_m1.0,-32.000000117329535,19.999999408399844,-1.1682088256748102e-6,1.0,0.0,-7.573539662075746e-8,2.817417339429087e-7
465,J-32L20K300ms_m0.6,-31.999999978282887,20.000000048424795,299.9999998747647,0.6000000000340384,0.0,-4.183061719231773e-8,1.5416145515700919e-7
466,J-32L20K300ms_m0.65,-31.999999976251047,20.00000005882248,299.9999998967528,0.6500000000136412,0.0,-4.183186774753267e-8,1.5241175788105465e-7
467,J-32L20K300ms_m0.7,-31.99999997100852,20.000000085239435,299.9999999506093,0.6999999999639966,0.0,-4.183921120670675e-8,1.5991810187188094e-7
468,J-32L20K300ms_m0.75,-31.99999997385308,20.000000071193995,299.9999999234042,0.7499999999879112,0.0,-4.183125312806624e-8,1.4990240515544428e-7
469,J-32L20K300ms_m0.8,-31.999999963477478,20.000000123226982,300.0000000282454,0.7999999999530085,0.0,-4.183429425097529e-8,1.5508572914768592e-7
470,J-32L20K300ms_m0.85,-31.99999997490599,20.000000066221105,299.9999999149176,0.8500000001476511,0.0,-4.1826790919685664e-8,1.5962848465278512e-7
471,J-32L20K300ms_m0.9,-31.99999996955438,20.00000009310088,299.9999999692851,0.9000000001179776,-1.4210854715202004e-14,-4.182599511182161e-8,1.558792632749828e-7
472,J-32L20K300ms_m0.95,-31.99999997388153,20.000000071573936,299.9999999267752,0.9500000000296018,0.0,-4.183266355539672e-8,1.447810973331798e-7
473,J-32L20K300ms_m1.0,-31.99999997198205,20.00000008116922,299.99999994645543,1.0,0.0,-4.183311830274761e-8,1.4890895272401394e-7
474,J-32L20K600ms_m0.6,-32.00000000976283,19.999999960833776,599.9999999638188,0.6000000000340384,0.0,-7.9375865880138e-9,2.8211047720105853e-8
475,J-32L20K600ms_m0.65,-32.00000000773099,19.99999997123146,599.9999999858068,0.6500000000136411,0.0,-7.93968979451165e-9,2.5233248379663564e-8
476,J-32L20K600ms_m0.7,-32.00000000436491,19.99999998826638,600.0000000208989,0.7000000000134171,0.0,-7.9392457053018e-9,2.932301867986098e-8
477,J-32L20K600ms_m0.75,-32.00000000405359,19.999999990000134,600.0000000252522,0.7499999999492298,0.0,-7.937654089573698e-9,3.347167876199819e-8
478,J-32L20K600ms_m0.8,-32.00000001434661,19.999999938689996,599.9999999234072,0.8000000000116896,0.0,-7.933959267347745e-9,3.005675353051629e-8
479,J-32L20K600ms_m0.85,-32.00000000212127,19.99999999995353,600.0000000466184,0.8499999999820376,0.0,-7.93406229604443e-9,1.769649315974675e-8
480,J-32L20K600ms_m0.9,-31.99999999676963,20.000000026833305,600.0000001009859,0.8999999999323072,0.0,-7.939018331626357e-9,2.8987869882257655e-8
481,J-32L20K600ms_m0.95,-32.00000000536147,19.999999983982946,600.0000000158292,0.9500000000296018,0.0,-7.9321402779442e-9,2.7527448764885776e-8
482,J-32L20K600ms_m1.0,-32.00000000346196,19.9999999935784,600.0000000355096,1.0,0.0,-7.939888746477664e-9,3.196248599124374e-8
483,J-31L-50K0ms_m0.6,-30.999999986275768,-49.9999999737671,-1.0542798634105566e-7,0.5999999999845264,0.0,-2.8067844937140762e-8,8.989736954845287e-8
484,J-31L-50K0ms_m0.65,-30.999999988508605,-49.99999998469269,-1.2608671795533155e-7,0.6500000000523799,0.0,-2.805967369567952e-8,9.655758503868131e-8
485,J-31L-50K0ms_m0.7,-30.999999981560194,-49.99999994974627,-5.517165391211165e-8,0.6999999999639966,0.0,-2.8073017688257096e-8,9.758934993442383e-8
486,J-31L-50K0ms_m0.75,-30.99999998483122,-49.999999965924076,-8.664127904012275e-8,0.750000000000805,0.0,-2.8069209179193422e-8,8.330917466992108e-8
487,J-31L-50K0ms_m0.8,-30.999999975308555,-49.999999918155765,9.670564793395897e-9,0.7999999999970194,0.0,-2.806876864269725e-8,8.906945225817255e-8
488,J-31L-50K0ms_m0.85,-30.999999981534188,-49.999999949147195,-5.16281488671666e-8,0.8499999999952866,0.0,-2.8073145585949533e-8,8.506890480930451e-8
489,J-31L-50K0ms_m0.9,-30.99999997754726,-49.999999929090905,-1.0907658776204698e-8,0.9000000000065753,0.0,-2.8066743595900334e-8,9.335454009828938e-8
490,J-31L-50K0ms_m0.95,-30.999999984006735,-49.99999996127957,-7.474102581284114e-8,0.9500000000089144,1.4210854715202004e-14,-2.80637664218375e-8,9.306074666426414e-8
491,J-31L-50K0ms_m1.0,-30.999999982533723,-49.99999995381654,-5.932521673912561e-8,1.0,-1.4210854715202004e-14,-2.806420695833367e-8,9.507287757060115e-8
492,J-31L-50K300ms_m0.6,-31.000000026402688,-50.00000009807822,299.9999999362442,0.6000000000257864,0.0,5.8211071518599056e-9,-1.6723618045944022e-8
493,J-31L-50K300ms_m0.65,-31.000000023944388,-50.00000008554818,299.99999996249693,0.6499999999942719,-7.105427357601002e-15,5.8201479191666294e-9,-1.5641148820577655e-8
494,J-31L-50K300ms_m0.7,-31.00000002083417,-50.00000006979266,299.9999999950302,0.6999999999976924,-7.105427357601002e-15,5.81931658416579e-9,-1.6975150174403097e-8
495,J-31L-50K300ms_m0.75,-31.00000002282579,-50.000000079573596,299.9999999763543,0.750000000000805,-3.552713678800501e-15,5.821490844937216e-9,-1.4266618109104456e-8
496,J-31L-50K300ms_m0.8,-31.00000003098647,-50.0000001202219,299.9999998958328,0.7999999999970194,-7.105427357601002e-15,5.823338256050192e-9,-1.3342855709197465e-8
497,J-31L-50K300ms_m0.85,-31.00000001961405,-50.00000006322303,300.00000001051467,0.849999999998599,7.105427357601002e-15,5.819480008995015e-9,-2.2465940219262848e-8
498,J-31L-50K300ms_m0.9,-31.00000001541388,-50.00000004210059,300.0000000533675,0.9000000000010053,0.0,5.817064163693431e-9,-1.6652279555273708e-8
499,J-31L-50K300ms_m0.95,-31.000000022001323,-50.00000007492896,299.99999998825473,0.9500000000089144,0.0,5.82002712690155e-9,-2.4057612790784333e-8
500,J-31L-50K300ms_m1.0,-31.00000002052829,-50.00000006746592,300.00000000367044,1.0,0.0,5.8215192666466464e-9,-1.7236629901162814e-8
501,J-31L-50K600ms_m0.6,-31.000000079286963,-50.000000253602934,600.0000000457812,0.6000000000257864,0.0,3.9726081979551964e-8,-1.6536944258405128e-7
502,J-31L-50K600ms_m0.65,-31.000000078960966,-50.00000025173438,600.0000000507109,0.6500000000426952,0.0,3.972179740685533e-8,-1.5777936823724303e-7
503,J-31L-50K600ms_m0.7,-31.000000127194937,-50.00000049269971,599.9999995698023,0.7000000000089244,0.0,3.971613438125132e-8,-1.6168087313417345e-7
504,J-31L-50K600ms_m0.75,-31.000000183515994,-50.0000007741279,599.9999990078318,0.7500000000523801,0.0,3.973002549173543e-8,-1.354242158413399e-7
505,J-31L-50K600ms_m0.8,-31.000000119237427,-50.00000045257997,599.999999651703,0.7999999999970194,0.0,3.971416617787327e-8,-1.5784883089509094e-7
506,J-31L-50K600ms_m0.85,-31.000000178598413,-50.000000749248215,599.9999990590507,0.849999999998599,0.0,3.973104867327493e-8,-1.464147771912394e-7
507,J-31L-50K600ms_m0.9,-31.000000014949592,-49.99999993088227,600.0000006963903,0.8999999999880084,0.0,3.97195236701009e-8,-1.7021034182107542e-7
508,J-31L-50K600ms_m0.95,-31.000000092483646,-50.000000318443995,599.9999999218113,0.9500000000047769,0.0,3.97253216988247e-8,-1.557117457196e-7
509,J-31L-50K600ms_m1.0,-31.00000010877926,-50.0000003998241,599.9999997595405,1.0,0.0,3.972096607185449e-8,-1.438371555195772e-7
510,J-31L-40K0ms_m0.6,-30.9999999917367,-39.99999999700594,-1.3264180154237692e-7,0.5999999999845264,-1.4210854715202004e-14,-3.458796982158674e-8,1.2765558210503514e-7
511,J-31L-40K0ms_m0.65,-30.999999991410704,-39.9999999951375,-1.277122834153488e-7,0.6499999999942719,1.4210854715202004e-14,-3.45851276506437e-8,1.2603673837929819e-7
512,J-31L-40K0ms_m0.7,-30.999999986168177,-39.99999996872043,-7.38558583179838e-8,0.6999999999415328,0.0,-3.459065567312791e-8,1.4336558251670797e-7
513,J-31L-40K0ms_m0.75,-30.999999991145046,-39.99999999342765,-1.2238417212984132e-7,0.7500000000265925,0.0,-3.459187780663342e-8,1.310578952029573e-7
514,J-31L-40K0ms_m0.8,-30.99999999734399,-40.000000024267194,-1.832882432495353e-7,0.7999999999588766,1.4210854715202004e-14,-3.4585909247653035e-8,1.307261712213404e-7
515,J-31L-40K0ms_m0.85,-30.999999988359775,-39.999999979209406,-9.248864785149635e-8,0.8500000000482829,1.4210854715202004e-14,-3.4597135822878045e-8,1.288255191411736e-7
516,J-31L-40K0ms_m0.9,-30.999999998985658,-40.00000003221703,-1.9789594318808668e-7,0.8999999999323072,-1.4210854715202004e-14,-3.458455921645509e-8,1.3361487560814572e-7
517,J-31L-40K0ms_m0.95,-30.999999989467682,-39.99999998451847,-1.0195471666918365e-7,0.9500000000089144,-1.4210854715202004e-14,-3.4587358754833986e-8,1.2918199310263392e-7
518,J-31L-40K0ms_m1.0,-30.999999987994613,-39.99999997705527,-8.653890404275444e-8,1.0,1.4210854715202004e-14,-3.4584218155941926e-8,1.3283121802487588e-7
519,J-31L-40K300ms_m0.6,-30.999999998437627,-39.999999986759974,300.0000000478522,0.6000000000092824,0.0,-7.084253184075351e-10,5.662968760589138e-9
520,J-31L-40K300ms_m0.65,-30.999999995552855,-39.999999972097605,300.0000000783696,0.649999999965218,0.0,-7.120846134966996e-10,2.824663170031272e-9
521,J-31L-40K300ms_m0.7,-30.999999995427913,-39.99999997126848,300.0000000810501,0.7000000000426202,-7.105427357601002e-15,-7.102443078110809e-10,8.88161366674467e-9
522,J-31L-40K300ms_m0.75,-30.999999995713658,-39.99999997252002,300.000000079433,0.750000000000805,7.105427357601002e-15,-7.124398848645797e-10,2.0463630789890885e-10
523,J-31L-40K300ms_m0.8,-31.000000003874348,-40.00000001316839,299.99999999891145,0.7999999999970193,0.0,-7.034088866930688e-10,5.834920102643082e-9
524,J-31L-40K300ms_m0.85,-30.99999999250192,-39.999999956169475,300.0000001135933,0.849999999998599,0.0,-7.057252560116467e-10,1.7254251361009665e-9
525,J-31L-40K300ms_m0.9,-31.000000005985115,-40.000000023463855,299.9999999796126,0.9000000000010053,-7.105427357601002e-15,-7.069473895171541e-10,7.613664365635486e-9
526,J-31L-40K300ms_m0.95,-30.9999999948892,-39.99999996787545,300.00000009133333,0.9500000000089144,-7.105427357601002e-15,-7.050147132758866e-10,8.21682988316752e-9
527,J-31L-40K300ms_m1.0,-30.999999993416168,-39.99999996041237,300.00000010674904,1.0,-7.105427357601002e-15,-7.068905460982933e-10,1.1763631846406497e-8
528,J-31L-40K600ms_m0.6,-30.999999887177324,-39.99999948442712,600.0000008216439,0.5999999999845264,0.0,3.3205310501216445e-8,-1.0767780622700229e-7
