index,Parameter Name,Paper,a1,a2,a3,a4,a5,a6,a7,a8,Gamma1,Gamma2,Gamma3,Gamma4,u0,u1,u2,u3,u31,u32,u33,u34,y0,y3,y31,y32,y33,y34,
489,J-31L-50K0ms_m0.9,20221111,-1000,12.11824244,35.06168365,2475.208663,-1867.587419,0,0,0,0.3333333333,0.6666666667,0,0,-1000,82.24160975,-33.76863999,0,6600.556435,-4980.233118,0,0,0,0,0,0,0,0,
490,J-31L-50K0ms_m0.95,20221111,-1000,5.740220104,35.72429657,2475.208663,-1844.514744,0,0,0,0.3333333333,0.6666666667,0,0,-1000,77.18881324,-54.22793283,0,6600.556435,-4918.705984,0,0,0,0,0,0,0,0,
491,J-31L-50K0ms_m1.0,20221111,-1000,0,36.38080597,2475.208663,-1823.749336,0,0,0,0.3333333333,0.6666666667,0,0,-1000,72.76161194,-72.76161194,0,6600.556435,-4863.331563,0,0,0,0,0,0,0,0,
492,J-31L-50K300ms_m0.6,20221111,-62.5,72.70945465,6.262960434,-978.5708668,1094.180309,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,85.23537551,205.6024431,0,-2609.522312,2917.814157,0,0,0,0,0,0,0,0,
493,J-31L-50K300ms_m0.65,20221111,-62.5,58.72686721,7.793130875,-978.5708668,1144.762713,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,74.31312896,160.5943399,0,-2609.522312,3052.700567,0,0,0,0,0,0,0,0,
494,J-31L-50K300ms_m0.7,20221111,-62.5,46.74179227,9.260549545,-978.5708668,1188.119059,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,65.26289136,121.7042777,0,-2609.522312,3168.31749,0,0,0,0,0,0,0,0,
495,J-31L-50K300ms_m0.75,20221111,-62.5,36.35472732,10.67041397,-978.5708668,1225.694559,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,57.69555526,87.72335403,0,-2609.522312,3268.518823,0,0,0,0,0,0,0,0,
496,J-31L-50K300ms_m0.8,20221111,-62.5,27.26604549,12.02787399,-978.5708668,1258.573121,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,51.32179348,57.74238849,0,-2609.522312,3356.194989,0,0,0,0,0,0,0,0,
497,J-31L-50K300ms_m0.85,20221111,-62.5,19.24662035,14.22647476,-978.5708668,1287.583617,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,47.69956987,29.28691152,0,-2609.522312,3433.556313,0,0,0,0,0,0,0,0,
498,J-31L-50K300ms_m0.9,20221111,-62.5,12.11824244,15.57859421,-978.5708668,1313.370725,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,43.27543086,5.197538907,0,-2609.522312,3502.321934,0,0,0,0,0,0,0,0,
499,J-31L-50K300ms_m0.95,20221111,-62.5,5.740220104,16.89809799,-978.5708668,1336.4434,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,39.53641609,-16.57553567,0,-2609.522312,3563.849068,0,0,0,0,0,0,0,0,
500,J-31L-50K300ms_m1.0,20221111,-62.5,0,18.19013596,-978.5708668,1357.208808,0,0,0,0.3333333333,0.6666666667,0,0,-62.5,36.38027191,-36.38027191,0,-2609.522312,3619.223489,0,0,0,0,0,0,0,0,
501,J-31L-50K600ms_m0.6,20221111,875,72.70945465,0,-4432.350397,4275.138453,0,0,0,0.3333333333,0.6666666667,0,0,875,72.70945465,218.1283639,0,-11819.60106,11400.36921,0,0,0,0,0,0,0,0,
502,J-31L-50K600ms_m0.65,20221111,875,58.72686721,-9.177980423,-4432.350397,4325.720857,0,0,0,0.3333333333,0.6666666667,0,0,875,40.37090637,194.5365625,0,-11819.60106,11535.25562,0,0,0,0,0,0,0,0,
503,J-31L-50K600ms_m0.7,20221111,875,46.74179227,-6.945428848,-4432.350397,4369.077203,0,0,0,0.3333333333,0.6666666667,0,0,875,32.85093458,154.1162345,0,-11819.60106,11650.87254,0,0,0,0,0,0,0,0,
504,J-31L-50K600ms_m0.75,20221111,875,36.35472732,-4.81921196,-4432.350397,4406.652703,0,0,0,0.3333333333,0.6666666667,0,0,875,26.7163034,118.7026059,0,-11819.60106,11751.07387,0,0,0,0,0,0,0,0,
505,J-31L-50K600ms_m0.8,20221111,875,27.26604549,-3.44637394,-4432.350397,4439.531265,0,0,0,0.3333333333,0.6666666667,0,0,875,20.37329761,88.69088436,0,-11819.60106,11838.75004,0,0,0,0,0,0,0,0,
506,J-31L-50K600ms_m0.85,20221111,875,19.24662035,-1.580235958,-4432.350397,4468.541762,0,0,0,0.3333333333,0.6666666667,0,0,875,16.08614843,60.90033296,0,-11819.60106,11916.11136,0,0,0,0,0,0,0,0,
507,J-31L-50K600ms_m0.9,20221111,875,12.11824244,0.2063015103,-4432.350397,4494.32887,0,0,0,0.3333333333,0.6666666667,0,0,875,12.53084546,35.9421243,0,-11819.60106,11984.87699,0,0,0,0,0,0,0,0,
508,J-31L-50K600ms_m0.95,20221111,875,5.740220104,1.920797825,-4432.350397,4517.401545,0,0,0,0.3333333333,0.6666666667,0,0,875,9.581815753,13.37906466,0,-11819.60106,12046.40412,0,0,0,0,0,0,0,0,
509,J-31L-50K600ms_m1.0,20221111,875,0,4.431166649,-4432.350397,4538.166953,0,0,0,0.3333333333,0.6666666667,0,0,875,8.862333298,-8.862333298,0,-11819.60106,12101.77854,0,0,0,0,0,0,0,0,
510,J-31L-40K0ms_m0.6,20221111,-1187.5,72.70945465,43.70063782,3050.838585,-2510.905588,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,160.1107303,130.7270883,0,8135.569559,-6695.748235,0,0,0,0,0,0,0,0,
511,J-31L-40K0ms_m0.65,20221111,-1187.5,58.72686721,44.14848328,3050.838585,-2460.323184,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,147.0238338,87.88363509,0,8135.569559,-6560.861825,0,0,0,0,0,0,0,0,
512,J-31L-40K0ms_m0.7,20221111,-1187.5,46.74179227,44.61463928,3050.838585,-2416.966838,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,135.9710708,50.99609825,0,8135.569559,-6445.244902,0,0,0,0,0,0,0,0,
513,J-31L-40K0ms_m0.75,20221111,-1187.5,36.35472732,45.09223938,3050.838585,-2379.391338,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,126.5392061,18.87970321,0,8135.569559,-6345.043569,0,0,0,0,0,0,0,0,
514,J-31L-40K0ms_m0.8,20221111,-1187.5,27.26604549,44.60014343,3050.838585,-2346.512776,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,116.4663324,-7.402150389,0,8135.569559,-6257.367403,0,0,0,0,0,0,0,0,
515,J-31L-40K0ms_m0.85,20221111,-1187.5,19.24662035,45.02586365,3050.838585,-2317.50228,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,109.2983476,-32.31186625,0,8135.569559,-6180.006079,0,0,0,0,0,0,0,0,
516,J-31L-40K0ms_m0.9,20221111,-1187.5,12.11824244,45.45539856,3050.838585,-2291.715172,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,103.0290396,-54.5560698,0,8135.569559,-6111.240459,0,0,0,0,0,0,0,0,
517,J-31L-40K0ms_m0.95,20221111,-1187.5,5.740220104,45.88569641,3050.838585,-2268.642497,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,97.51161293,-74.55073251,0,8135.569559,-6049.713324,0,0,0,0,0,0,0,0,
518,J-31L-40K0ms_m1.0,20221111,-1187.5,0,46.31752014,3050.838585,-2247.877089,0,0,0,0.3333333333,0.6666666667,0,0,-1187.5,92.63504028,-92.63504028,0,8135.569559,-5994.338903,0,0,0,0,0,0,0,0,
519,J-31L-40K300ms_m0.6,20221111,-250,72.70945465,14.74546432,-402.9409452,670.0525563,0,0,0,0.3333333333,0.6666666667,0,0,-250,102.2003833,188.6374353,0,-1074.509187,1786.806817,0,0,0,0,0,0,0,0,
520,J-31L-40K300ms_m0.65,20221111,-250,58.72686721,15.98733902,-402.9409452,720.63496,0,0,0,0.3333333333,0.6666666667,0,0,-250,90.70154525,144.2059236,0,-1074.509187,1921.693227,0,0,0,0,0,0,0,0,
521,J-31L-40K300ms_m0.7,20221111,-250,46.74179227,17.1859169,-402.9409452,763.9913061,0,0,0,0.3333333333,0.6666666667,0,0,-250,81.11362607,105.853543,0,-1074.509187,2037.31015,0,0,0,0,0,0,0,0,
522,J-31L-40K300ms_m0.75,20221111,-250,36.35472732,18.34405899,-402.9409452,801.566806,0,0,0,0.3333333333,0.6666666667,0,0,-250,73.0428453,72.37606399,0,-1074.509187,2137.511483,0,0,0,0,0,0,0,0,
523,J-31L-40K300ms_m0.8,20221111,-250,27.26604549,19.46414948,-402.9409452,834.4453684,0,0,0,0.3333333333,0.6666666667,0,0,-250,66.19434444,42.86983753,0,-1074.509187,2225.187649,0,0,0,0,0,0,0,0,
524,J-31L-40K300ms_m0.85,20221111,-250,19.24662035,20.54981232,-402.9409452,863.4558647,0,0,0,0.3333333333,0.6666666667,0,0,-250,60.34624498,16.64023641,0,-1074.509187,2302.548973,0,0,0,0,0,0,0,0,
525,J-31L-40K300ms_m0.9,20221111,-250,12.11824244,21.60305023,-402.9409452,889.2429725,0,0,0,0.3333333333,0.6666666667,0,0,-250,55.3243429,-6.851373141,0,-1074.509187,2371.314593,0,0,0,0,0,0,0,0,
526,J-31L-40K300ms_m0.95,20221111,-250,5.740220104,23.53290558,-402.9409452,912.3156479,0,0,0,0.3333333333,0.6666666667,0,0,-250,52.80603126,-29.84515085,0,-1074.509187,2432.841728,0,0,0,0,0,0,0,0,
527,J-31L-40K300ms_m1.0,20221111,-250,0,24.61360931,-402.9409452,933.0810557,0,0,0,0.3333333333,0.6666666667,0,0,-250,49.22721863,-49.22721863,0,-1074.509187,2488.216149,0,0,0,0,0,0,0,0,
528,J-31L-40K600ms_m0.6,20221111,687.5,72.70945465,-5.812368393,-3856.720475,3851.010701,0,0,0,0.3333333333,0.6666666667,0,0,687.5,61.08471786,229.7531007,0,-10284.58793,10269.36187,0,0,0,0,0,0,0,0,
529,J-31L-40K600ms_m0.65,20221111,687.5,58.72686721,-3.143868446,-3856.720475,3901.593104,0,0,0,0.3333333333,0.6666666667,0,0,687.5,52.43913032,182.4683385,0,-10284.58793,10404.24828,0,0,0,0,0,0,0,0,
530,J-31L-40K600ms_m0.7,20221111,687.5,46.74179227,-1.162139177,-3856.720475,3944.949451,0,0,0,0.3333333333,0.6666666667,0,0,687.5,44.41751392,142.5496552,0,-10284.58793,10519.8652,0,0,0,0,0,0,0,0,
531,J-31L-40K600ms_m0.75,20221111,687.5,36.35472732,0.7291638851,-3856.720475,3982.52495,0,0,0,0.3333333333,0.6666666667,0,0,687.5,37.81305509,107.6058542,0,-10284.58793,10620.06653,0,0,0,0,0,0,0,0,
532,J-31L-40K600ms_m0.8,20221111,687.5,27.26604549,2.541031837,-3856.720475,4015.403513,0,0,0,0.3333333333,0.6666666667,0,0,687.5,32.34810917,76.7160728,0,-10284.58793,10707.7427,0,0,0,0,0,0,0,0,
533,J-31L-40K600ms_m0.85,20221111,687.5,19.24662035,4.283442497,-3856.720475,4044.414009,0,0,0,0.3333333333,0.6666666667,0,0,687.5,27.81350534,49.17297605,0,-10284.58793,10785.10402,0,0,0,0,0,0,0,0,
534,J-31L-40K600ms_m0.9,20221111,687.5,12.11824244,5.965223312,-3856.720475,4070.201117,0,0,0,0.3333333333,0.6666666667,0,0,687.5,24.04868907,24.4242807,0,-10284.58793,10853.86965,0,0,0,0,0,0,0,0,
535,J-31L-40K600ms_m0.95,20221111,687.5,5.740220104,6.838502884,-3856.720475,4093.273792,0,0,0,0.3333333333,0.6666666667,0,0,687.5,19.41722587,3.543654543,0,-10284.58793,10915.39678,0,0,0,0,0,0,0,0,
536,J-31L-40K600ms_m1.0,20221111,687.5,0,8.332147598,-3856.720475,4114.0392,0,0,0,0.3333333333,0.6666666667,0,0,687.5,16.6642952,-16.6642952,0,-10284.58793,10970.7712,0,0,0,0,0,0,0,0,
537,J-31L-30K0ms_m0.6,20221111,-1375,72.70945465,57.73262024,3626.468506,-2935.033341,0,0,0,0.3333333333,0.6666666667,0,0,-1375,188.1746951,102.6631235,0,9670.582684,-7826.755575,0,0,0,0,0,0,0,0,
538,J-31L-30K0ms_m0.65,20221111,-1375,58.72686721,57.89588928,3626.468506,-2884.450937,0,0,0,0.3333333333,0.6666666667,0,0,-1375,174.5186458,60.38882308,0,9670.582684,-7691.869165,0,0,0,0,0,0,0,0,
539,J-31L-30K0ms_m0.7,20221111,-1375,46.74179227,58.09272766,3626.468506,-2841.094591,0,0,0,0.3333333333,0.6666666667,0,0,-1375,162.9272476,24.03992149,0,9670.582684,-7576.252243,0,0,0,0,0,0,0,0,
540,J-31L-30K0ms_m0.75,20221111,-1375,36.35472732,58.31550598,3626.468506,-2803.519091,0,0,0,0.3333333333,0.6666666667,0,0,-1375,152.9857393,-7.566829995,0,9670.582684,-7476.050909,0,0,0,0,0,0,0,0,
541,J-31L-30K0ms_m0.8,20221111,-1375,27.26604549,58.55735779,3626.468506,-2770.640529,0,0,0,0.3333333333,0.6666666667,0,0,-1375,144.3807611,-35.3165791,0,9670.582684,-7388.374743,0,0,0,0,0,0,0,0,
542,J-31L-30K0ms_m0.85,20221111,-1375,19.24662035,57.74864197,3626.468506,-2741.630032,0,0,0,0.3333333333,0.6666666667,0,0,-1375,134.7439043,-57.75742289,0,9670.582684,-7311.01342,0,0,0,0,0,0,0,0,
543,J-31L-30K0ms_m0.9,20221111,-1375,12.11824244,57.94929504,3626.468506,-2715.842925,0,0,0,0.3333333333,0.6666666667,0,0,-1375,128.0168325,-79.54386277,0,9670.582684,-7242.247799,0,0,0,0,0,0,0,0,
544,J-31L-30K0ms_m0.95,20221111,-1375,5.740220104,58.15910339,3626.468506,-2692.770249,0,0,0,0.3333333333,0.6666666667,0,0,-1375,122.0584269,-99.09754648,0,9670.582684,-7180.720664,0,0,0,0,0,0,0,0,
545,J-31L-30K0ms_m1.0,20221111,-1375,0,58.37501526,3626.468506,-2672.004841,0,0,0,0.3333333333,0.6666666667,0,0,-1375,116.7500305,-116.7500305,0,9670.582684,-7125.346244,0,0,0,0,0,0,0,0,
546,J-31L-30K300ms_m0.6,20221111,-437.5,72.70945465,25.18657684,172.6889765,245.9248037,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,123.0826083,167.7552102,0,460.5039373,655.7994766,0,0,0,0,0,0,0,0,
547,J-31L-30K300ms_m0.65,20221111,-437.5,58.72686721,25.4681015,172.6889765,296.5072075,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,109.6630702,125.2443986,0,460.5039373,790.6858865,0,0,0,0,0,0,0,0,
548,J-31L-30K300ms_m0.7,20221111,-437.5,46.74179227,26.39736176,172.6889765,339.8635535,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,99.53651578,87.43065331,0,460.5039373,906.3028093,0,0,0,0,0,0,0,0,
549,J-31L-30K300ms_m0.75,20221111,-437.5,36.35472732,27.30258942,172.6889765,377.4390534,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,90.95990616,54.45900313,0,460.5039373,1006.504142,0,0,0,0,0,0,0,0,
550,J-31L-30K300ms_m0.8,20221111,-437.5,27.26604549,28.18378448,172.6889765,410.3176158,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,83.63361446,25.43056751,0,460.5039373,1094.180309,0,0,0,0,0,0,0,0,
551,J-31L-30K300ms_m0.85,20221111,-437.5,19.24662035,29.04209137,172.6889765,439.3281121,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,77.33080309,-0.3443216974,0,460.5039373,1171.541632,0,0,0,0,0,0,0,0,
552,J-31L-30K300ms_m0.9,20221111,-437.5,12.11824244,29.87941742,172.6889765,465.1152199,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,71.87707728,-23.40410752,0,460.5039373,1240.307253,0,0,0,0,0,0,0,0,
553,J-31L-30K300ms_m0.95,20221111,-437.5,5.740220104,30.69690704,172.6889765,488.1878953,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,67.13403419,-44.17315378,0,460.5039373,1301.834387,0,0,0,0,0,0,0,0,
554,J-31L-30K300ms_m1.0,20221111,-437.5,0,31.49608612,172.6889765,508.9533031,0,0,0,0.3333333333,0.6666666667,0,0,-437.5,62.99217224,-62.99217224,0,460.5039373,1357.208808,0,0,0,0,0,0,0,0,
555,J-31L-30K600ms_m0.6,20221111,500,72.70945465,1.519658566,-3281.090553,3426.882948,0,0,0,0.3333333333,0.6666666667,0,0,500,75.74877178,215.0890468,0,-8749.574809,9138.354528,0,0,0,0,0,0,0,0,
556,J-31L-30K600ms_m0.65,20221111,500,58.72686721,3.264489174,-3281.090553,3477.465352,0,0,0,0.3333333333,0.6666666667,0,0,500,65.25584556,169.6516233,0,-8749.574809,9273.240938,0,0,0,0,0,0,0,0,
557,J-31L-30K600ms_m0.7,20221111,500,46.74179227,4.922189713,-3281.090553,3520.821698,0,0,0,0.3333333333,0.6666666667,0,0,500,56.5861717,130.3809974,0,-8749.574809,9388.857861,0,0,0,0,0,0,0,0,
558,J-31L-30K600ms_m0.75,20221111,500,36.35472732,6.501283646,-3281.090553,3558.397198,0,0,0,0.3333333333,0.6666666667,0,0,500,49.35729461,96.06161468,0,-8749.574809,9489.059194,0,0,0,0,0,0,0,0,
559,J-31L-30K600ms_m0.8,20221111,500,27.26604549,8.802213669,-3281.090553,3591.27576,0,0,0,0.3333333333,0.6666666667,0,0,500,44.87047283,64.19370914,0,-8749.574809,9576.735361,0,0,0,0,0,0,0,0,
560,J-31L-30K600ms_m0.85,20221111,500,19.24662035,10.33376694,-3281.090553,3620.286257,0,0,0,0.3333333333,0.6666666667,0,0,500,39.91415422,37.07232717,0,-8749.574809,9654.096684,0,0,0,0,0,0,0,0,
561,J-31L-30K600ms_m0.9,20221111,500,12.11824244,11.81482315,-3281.090553,3646.073364,0,0,0,0.3333333333,0.6666666667,0,0,500,35.74788874,12.72508102,0,-8749.574809,9722.862305,0,0,0,0,0,0,0,0,
562,J-31L-30K600ms_m0.95,20221111,500,5.740220104,13.25239182,-3281.090553,3669.14604,0,0,0,0.3333333333,0.6666666667,0,0,500,32.24500373,-9.28412332,0,-8749.574809,9784.389439,0,0,0,0,0,0,0,0,
563,J-31L-30K600ms_m1.0,20221111,500,0,14.65276718,-3281.090553,3689.911448,0,0,0,0.3333333333,0.6666666667,0,0,500,29.30553436,-29.30553436,0,-8749.574809,9839.76386,0,0,0,0,0,0,0,0,
564,J-31L-20K0ms_m0.6,20221111,-1562.5,72.70945465,74.15489197,4202.098428,-3359.161093,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,221.0192386,69.81858,0,11205.59581,-8957.762916,0,0,0,0,0,0,0,0,
565,J-31L-20K0ms_m0.65,20221111,-1562.5,58.72686721,74.06944275,4202.098428,-3308.57869,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,206.8657527,28.04171614,0,11205.59581,-8822.876506,0,0,0,0,0,0,0,0,
566,J-31L-20K0ms_m0.7,20221111,-1562.5,46.74179227,74.03205872,4202.098428,-3265.222344,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,194.8059097,-7.838740616,0,11205.59581,-8707.259583,0,0,0,0,0,0,0,0,
567,J-31L-20K0ms_m0.75,20221111,-1562.5,36.35472732,74.03129578,4202.098428,-3227.646844,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,184.4173189,-38.99840958,0,11205.59581,-8607.05825,0,0,0,0,0,0,0,0,
568,J-31L-20K0ms_m0.8,20221111,-1562.5,27.26604549,74.05952454,4202.098428,-3194.768281,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,175.3850946,-66.3209126,0,11205.59581,-8519.382083,0,0,0,0,0,0,0,0,
569,J-31L-20K0ms_m0.85,20221111,-1562.5,19.24662035,74.1129303,4202.098428,-3165.757785,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,167.4724809,-90.48599955,0,11205.59581,-8442.02076,0,0,0,0,0,0,0,0,
570,J-31L-20K0ms_m0.9,20221111,-1562.5,12.11824244,72.9624176,4202.098428,-3139.970677,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,158.0430776,-109.5701079,0,11205.59581,-8373.255139,0,0,0,0,0,0,0,0,
571,J-31L-20K0ms_m0.95,20221111,-1562.5,5.740220104,72.97080994,4202.098428,-3116.898002,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,151.68184,-128.7209596,0,11205.59581,-8311.728005,0,0,0,0,0,0,0,0,
572,J-31L-20K0ms_m1.0,20221111,-1562.5,0,72.99064636,4202.098428,-3096.132594,0,0,0,0.3333333333,0.6666666667,0,0,-1562.5,145.9812927,-145.9812927,0,11205.59581,-8256.353584,0,0,0,0,0,0,0,0,
573,J-31L-20K300ms_m0.6,20221111,-625,72.70945465,36.3602066,748.3188982,-178.2029489,0,0,0,0.3333333333,0.6666666667,0,0,-625,145.4298679,145.4079507,0,1995.517062,-475.2078637,0,0,0,0,0,0,0,0,
574,J-31L-20K300ms_m0.65,20221111,-625,58.72686721,37.08995819,748.3188982,-127.6205451,0,0,0,0.3333333333,0.6666666667,0,0,-625,132.9067836,102.0006853,0,1995.517062,-340.3214537,0,0,0,0,0,0,0,0,
575,J-31L-20K300ms_m0.7,20221111,-625,46.74179227,37.81360626,748.3188982,-84.26419909,0,0,0,0.3333333333,0.6666666667,0,0,-625,122.3690048,64.59816429,0,1995.517062,-224.7045309,0,0,0,0,0,0,0,0,
576,J-31L-20K300ms_m0.75,20221111,-625,36.35472732,37.69763947,748.3188982,-46.68869918,0,0,0,0.3333333333,0.6666666667,0,0,-625,111.7500063,33.66890304,0,1995.517062,-124.5031978,0,0,0,0,0,0,0,0,
577,J-31L-20K300ms_m0.8,20221111,-625,27.26604549,38.34022522,748.3188982,-13.81013675,0,0,0,0.3333333333,0.6666666667,0,0,-625,103.9464959,5.117686037,0,1995.517062,-36.82703134,0,0,0,0,0,0,0,0,
578,J-31L-20K300ms_m0.85,20221111,-625,19.24662035,38.97270203,748.3188982,15.2003595,0,0,0,0.3333333333,0.6666666667,0,0,-625,97.1920244,-20.20554301,0,1995.517062,40.53429201,0,0,0,0,0,0,0,0,
579,J-31L-20K300ms_m0.9,20221111,-625,12.11824244,39.59373474,748.3188982,40.98746729,0,0,0,0.3333333333,0.6666666667,0,0,-625,91.30571192,-42.83274216,0,1995.517062,109.2999128,0,0,0,0,0,0,0,0,
580,J-31L-20K300ms_m0.95,20221111,-625,5.740220104,40.20332336,748.3188982,64.06014267,0,0,0,0.3333333333,0.6666666667,0,0,-625,86.14686683,-63.18598642,0,1995.517062,170.8270471,0,0,0,0,0,0,0,0,
581,J-31L-20K300ms_m1.0,20221111,-625,0,40.80299377,748.3188982,84.82555052,0,0,0,0.3333333333,0.6666666667,0,0,-625,81.60598755,-81.60598755,0,1995.517062,226.201468,0,0,0,0,0,0,0,0,
582,J-31L-20K600ms_m0.6,20221111,312.5,72.70945465,9.847011566,-2705.460632,3002.755196,0,0,0,0.3333333333,0.6666666667,0,0,312.5,92.40347778,198.4343408,0,-7214.561685,8007.347188,0,0,0,0,0,0,0,0,
583,J-31L-20K600ms_m0.65,20221111,312.5,58.72686721,11.33169174,-2705.460632,3053.337599,0,0,0,0.3333333333,0.6666666667,0,0,312.5,81.3902507,153.5172182,0,-7214.561685,8142.233598,0,0,0,0,0,0,0,0,
584,J-31L-20K600ms_m0.7,20221111,312.5,46.74179227,12.74885178,-2705.460632,3096.693945,0,0,0,0.3333333333,0.6666666667,0,0,312.5,72.23949582,114.7276733,0,-7214.561685,8257.850521,0,0,0,0,0,0,0,0,
585,J-31L-20K600ms_m0.75,20221111,312.5,36.35472732,14.10402298,-2705.460632,3134.269445,0,0,0,0.3333333333,0.6666666667,0,0,312.5,64.56277328,80.85613601,0,-7214.561685,8358.051854,0,0,0,0,0,0,0,0,
586,J-31L-20K600ms_m0.8,20221111,312.5,27.26604549,15.40311813,-2705.460632,3167.148008,0,0,0,0.3333333333,0.6666666667,0,0,312.5,58.07228176,50.99190021,0,-7214.561685,8445.728021,0,0,0,0,0,0,0,0,
587,J-31L-20K600ms_m0.85,20221111,312.5,19.24662035,16.65128708,-2705.460632,3196.158504,0,0,0,0.3333333333,0.6666666667,0,0,312.5,52.54919451,24.43728688,0,-7214.561685,8523.089344,0,0,0,0,0,0,0,0,
588,J-31L-20K600ms_m0.9,20221111,312.5,12.11824244,18.6816597,-2705.460632,3221.945612,0,0,0,0.3333333333,0.6666666667,0,0,312.5,49.48156184,-1.008592074,0,-7214.561685,8591.854965,0,0,0,0,0,0,0,0,
589,J-31L-20K600ms_m0.95,20221111,312.5,5.740220104,19.92725372,-2705.460632,3245.018287,0,0,0,0.3333333333,0.6666666667,0,0,312.5,45.59472755,-22.63384714,0,-7214.561685,8653.382099,0,0,0,0,0,0,0,0,
590,J-31L-20K600ms_m1.0,20221111,312.5,0,21.14337921,-2705.460632,3265.783695,0,0,0,0.3333333333,0.6666666667,0,0,312.5,42.28675842,-42.28675842,0,-7214.561685,8708.75652,0,0,0,0,0,0,0,0,
591,J-31L-10K0ms_m0.6,20221111,-1750,72.70945465,93.48892212,4777.72835,-3783.288846,0,0,0,0.3333333333,0.6666666667,0,0,-1750,259.6872989,31.1505197,0,12740.60893,-10088.77026,0,0,0,0,0,0,0,0,
592,J-31L-10K0ms_m0.65,20221111,-1750,58.72686721,93.21884155,4777.72835,-3732.706442,0,0,0,0.3333333333,0.6666666667,0,0,-1750,245.1645503,-10.25708146,0,12740.60893,-9953.883846,0,0,0,0,0,0,0,0,
593,J-31L-10K0ms_m0.7,20221111,-1750,46.74179227,93.00674438,4777.72835,-3689.350096,0,0,0,0.3333333333,0.6666666667,0,0,-1750,232.755281,-45.78811195,0,12740.60893,-9838.266923,0,0,0,0,0,0,0,0,
594,J-31L-10K0ms_m0.75,20221111,-1750,36.35472732,92.84042358,4777.72835,-3651.774596,0,0,0,0.3333333333,0.6666666667,0,0,-1750,222.0355745,-76.6166652,0,12740.60893,-9738.06559,0,0,0,0,0,0,0,0,
595,J-31L-10K0ms_m0.8,20221111,-1750,27.26604549,92.709198,4777.72835,-3618.896034,0,0,0,0.3333333333,0.6666666667,0,0,-1750,212.6844415,-103.6202595,0,12740.60893,-9650.389423,0,0,0,0,0,0,0,0,
596,J-31L-10K0ms_m0.85,20221111,-1750,19.24662035,92.61001587,4777.72835,-3589.885538,0,0,0,0.3333333333,0.6666666667,0,0,-1750,204.4666521,-127.4801707,0,12740.60893,-9573.0281,0,0,0,0,0,0,0,0,
597,J-31L-10K0ms_m0.9,20221111,-1750,12.11824244,92.5352478,4777.72835,-3564.09843,0,0,0,0.3333333333,0.6666666667,0,0,-1750,197.188738,-148.7157683,0,12740.60893,-9504.262479,0,0,0,0,0,0,0,0,
598,J-31L-10K0ms_m0.95,20221111,-1750,5.740220104,91.0017395,4777.72835,-3541.025754,0,0,0,0.3333333333,0.6666666667,0,0,-1750,187.7436991,-164.7828187,0,12740.60893,-9442.735345,0,0,0,0,0,0,0,0,
599,J-31L-10K0ms_m1.0,20221111,-1750,0,90.86593628,4777.72835,-3520.260347,0,0,0,0.3333333333,0.6666666667,0,0,-1750,181.7318726,-181.7318726,0,12740.60893,-9387.360924,0,0,0,0,0,0,0,0,
600,J-31L-10K300ms_m0.6,20221111,-812.5,72.70945465,49.16175842,1323.94882,-602.3307015,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,171.0329715,119.8048471,0,3530.530186,-1606.215204,0,0,0,0,0,0,0,0,
601,J-31L-10K300ms_m0.65,20221111,-812.5,58.72686721,49.61265564,1323.94882,-551.7482977,0,0,0,0.3333333333,0.6666666667,0,0,-812.5,157.9521785,76.95529036,0,3530.530186,-1471.328794,0,0,0,0,0,0,0,0,
