index,Parameter Name,Paper,a1,a2,a3,a4,a5,a6,a7,a8,Gamma1,Gamma2,Gamma3,Gamma4,u0,u1,u2,u3,u31,u32,u33,u34,y0,y3,y31,y32,y33,y34,
116,J-33L-30K300ms_m0.7,20221111,-562.5,46.74179227,50.75019836,518.0669295,85.38690195,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,148.242189,38.72498009,0,1381.511812,227.6984052,0,0,0,0,0,0,0,0,
117,J-33L-30K300ms_m0.75,20221111,-562.5,36.35472732,50.61973572,518.0669295,122.9624019,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,137.5941988,7.824710532,0,1381.511812,327.8997383,0,0,0,0,0,0,0,0,
118,J-33L-30K300ms_m0.8,20221111,-562.5,27.26604549,51.30867004,518.0669295,155.8409643,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,129.8833856,-20.81920361,0,1381.511812,415.5759048,0,0,0,0,0,0,0,0,
119,J-33L-30K300ms_m0.85,20221111,-562.5,19.24662035,51.98692322,518.0669295,184.8514605,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,123.2204668,-46.23398539,0,1381.511812,492.9372281,0,0,0,0,0,0,0,0,
120,J-33L-30K300ms_m0.9,20221111,-562.5,12.11824244,52.65602112,518.0669295,210.6385683,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,117.4302847,-68.95731491,0,1381.511812,561.7028489,0,0,0,0,0,0,0,0,
121,J-33L-30K300ms_m0.95,20221111,-562.5,5.740220104,53.31443787,518.0669295,233.7112437,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,112.3690958,-89.40821542,0,1381.511812,623.2299832,0,0,0,0,0,0,0,0,
122,J-33L-30K300ms_m1.0,20221111,-562.5,0,53.9629364,518.0669295,254.4766516,0,0,0,0.3333333333,0.6666666667,0,0,-562.5,107.9258728,-107.9258728,0,1381.511812,678.6044041,0,0,0,0,0,0,0,0,
123,J-33L-30K600ms_m0.6,20221111,375,72.70945465,22.93170929,-2935.7126,3172.406297,0,0,0,0.3333333333,0.6666666667,0,0,375,118.5728732,172.2649454,0,-7828.566935,8459.750124,0,0,0,0,0,0,0,0,
124,J-33L-30K600ms_m0.65,20221111,375,58.72686721,24.4751358,-2935.7126,3222.9887,0,0,0,0.3333333333,0.6666666667,0,0,375,107.6771388,127.23033,0,-7828.566935,8594.636534,0,0,0,0,0,0,0,0,
125,J-33L-30K600ms_m0.7,20221111,375,46.74179227,25.95256805,-2935.7126,3266.345046,0,0,0,0.3333333333,0.6666666667,0,0,375,98.64692838,88.32024071,0,-7828.566935,8710.253457,0,0,0,0,0,0,0,0,
126,J-33L-30K600ms_m0.75,20221111,375,36.35472732,27.36972809,-2935.7126,3303.920546,0,0,0,0.3333333333,0.6666666667,0,0,375,91.0941835,54.32472579,0,-7828.566935,8810.45479,0,0,0,0,0,0,0,0,
127,J-33L-30K600ms_m0.8,20221111,375,27.26604549,28.73195648,-2935.7126,3336.799109,0,0,0,0.3333333333,0.6666666667,0,0,375,84.72995846,24.33422351,0,-7828.566935,8898.130957,0,0,0,0,0,0,0,0,
128,J-33L-30K600ms_m0.85,20221111,375,19.24662035,30.86971283,-2935.7126,3365.809605,0,0,0,0.3333333333,0.6666666667,0,0,375,80.98604601,-3.999564617,0,-7828.566935,8975.49228,0,0,0,0,0,0,0,0,
129,J-33L-30K600ms_m0.9,20221111,375,12.11824244,32.23766327,-2935.7126,3391.596713,0,0,0,0.3333333333,0.6666666667,0,0,375,76.59356898,-28.12059922,0,-7828.566935,9044.257901,0,0,0,0,0,0,0,0,
130,J-33L-30K600ms_m0.95,20221111,375,5.740220104,33.57700348,-2935.7126,3414.669388,0,0,0,0.3333333333,0.6666666667,0,0,375,72.89422706,-49.93334665,0,-7828.566935,9105.785035,0,0,0,0,0,0,0,0,
131,J-33L-30K600ms_m1.0,20221111,375,0,34.89421844,-2935.7126,3435.434796,0,0,0,0.3333333333,0.6666666667,0,0,375,69.78843689,-69.78843689,0,-7828.566935,9161.159456,0,0,0,0,0,0,0,0,
132,J-33L-20K0ms_m0.6,20221111,-1687.5,72.70945465,105.7112122,4547.476381,-3613.637745,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,284.131879,6.70593962,0,12126.60368,-9636.36732,0,0,0,0,0,0,0,0,
133,J-33L-20K0ms_m0.65,20221111,-1687.5,58.72686721,105.4563904,4547.476381,-3563.055341,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,269.639648,-34.73217912,0,12126.60368,-9501.48091,0,0,0,0,0,0,0,0,
134,J-33L-20K0ms_m0.7,20221111,-1687.5,46.74179227,105.2610779,4547.476381,-3519.698995,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,257.263948,-70.29677895,0,12126.60368,-9385.863987,0,0,0,0,0,0,0,0,
135,J-33L-20K0ms_m0.75,20221111,-1687.5,36.35472732,105.1145935,4547.476381,-3482.123495,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,246.5839143,-101.165005,0,12126.60368,-9285.662654,0,0,0,0,0,0,0,0,
136,J-33L-20K0ms_m0.8,20221111,-1687.5,27.26604549,105.0062561,4547.476381,-3449.244933,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,237.2785577,-128.2143757,0,12126.60368,-9197.986487,0,0,0,0,0,0,0,0,
137,J-33L-20K0ms_m0.85,20221111,-1687.5,19.24662035,104.9299622,4547.476381,-3420.234436,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,229.1065447,-152.1200633,0,12126.60368,-9120.625164,0,0,0,0,0,0,0,0,
138,J-33L-20K0ms_m0.9,20221111,-1687.5,12.11824244,103.318634,4547.476381,-3394.447329,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,218.7555105,-170.2825407,0,12126.60368,-9051.859543,0,0,0,0,0,0,0,0,
139,J-33L-20K0ms_m0.95,20221111,-1687.5,5.740220104,103.167572,4547.476381,-3371.374653,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,212.0753641,-189.1144837,0,12126.60368,-8990.332409,0,0,0,0,0,0,0,0,
140,J-33L-20K0ms_m1.0,20221111,-1687.5,0,103.028717,4547.476381,-3350.609245,0,0,0,0.3333333333,0.6666666667,0,0,-1687.5,206.0574341,-206.0574341,0,12126.60368,-8934.957988,0,0,0,0,0,0,0,0,
141,J-33L-20K300ms_m0.6,20221111,-750,72.70945465,61.82502747,1093.696851,-432.6796004,0,0,0,0.3333333333,0.6666666667,0,0,-750,196.3595096,94.478309,0,2916.524936,-1153.812268,0,0,0,0,0,0,0,0,
142,J-33L-20K300ms_m0.65,20221111,-750,58.72686721,62.31941223,1093.696851,-382.0971967,0,0,0,0.3333333333,0.6666666667,0,0,-750,183.3656917,51.54177718,0,2916.524936,-1018.925858,0,0,0,0,0,0,0,0,
143,J-33L-20K300ms_m0.7,20221111,-750,46.74179227,62.82905579,1093.696851,-338.7408506,0,0,0,0.3333333333,0.6666666667,0,0,-750,172.3999038,14.56726524,0,2916.524936,-903.308935,0,0,0,0,0,0,0,0,
144,J-33L-20K300ms_m0.75,20221111,-750,36.35472732,63.34785461,1093.696851,-301.1653507,0,0,0,0.3333333333,0.6666666667,0,0,-750,163.0504366,-17.63152726,0,2916.524936,-803.1076019,0,0,0,0,0,0,0,0,
145,J-33L-20K300ms_m0.8,20221111,-750,27.26604549,62.88398743,1093.696851,-268.2867883,0,0,0,0.3333333333,0.6666666667,0,0,-750,153.0340203,-43.96983838,0,2916.524936,-715.4314355,0,0,0,0,0,0,0,0,
146,J-33L-20K300ms_m0.85,20221111,-750,19.24662035,63.33030701,1093.696851,-239.2762921,0,0,0,0.3333333333,0.6666666667,0,0,-750,145.9072344,-68.92075297,0,2916.524936,-638.0701121,0,0,0,0,0,0,0,0,
147,J-33L-20K300ms_m0.9,20221111,-750,12.11824244,63.77510071,1093.696851,-213.4891843,0,0,0,0.3333333333,0.6666666667,0,0,-750,139.6684439,-91.19547409,0,2916.524936,-569.3044914,0,0,0,0,0,0,0,0,
148,J-33L-20K300ms_m0.95,20221111,-750,5.740220104,64.21836853,1093.696851,-190.4165089,0,0,0,0.3333333333,0.6666666667,0,0,-750,134.1769572,-111.2160767,0,2916.524936,-507.777357,0,0,0,0,0,0,0,0,
149,J-33L-20K300ms_m1.0,20221111,-750,0,64.65782166,1093.696851,-169.651101,0,0,0,0.3333333333,0.6666666667,0,0,-750,129.3156433,-129.3156433,0,2916.524936,-452.4029361,0,0,0,0,0,0,0,0,
150,J-33L-20K600ms_m0.6,20221111,187.5,72.70945465,32.87128448,-2360.082679,2748.278544,0,0,0,0.3333333333,0.6666666667,0,0,187.5,138.4520236,152.385795,0,-6293.55381,7328.742784,0,0,0,0,0,0,0,0,
151,J-33L-20K600ms_m0.65,20221111,187.5,58.72686721,33.49193573,-2360.082679,2798.860948,0,0,0,0.3333333333,0.6666666667,0,0,187.5,125.7107387,109.1967302,0,-6293.55381,7463.629194,0,0,0,0,0,0,0,0,
152,J-33L-20K600ms_m0.7,20221111,187.5,46.74179227,34.71988678,-2360.082679,2842.217294,0,0,0,0.3333333333,0.6666666667,0,0,187.5,116.1815658,70.78560326,0,-6293.55381,7579.246117,0,0,0,0,0,0,0,0,
153,J-33L-20K600ms_m0.75,20221111,187.5,36.35472732,35.90358734,-2360.082679,2879.792794,0,0,0,0.3333333333,0.6666666667,0,0,187.5,108.161902,37.25700729,0,-6293.55381,7679.44745,0,0,0,0,0,0,0,0,
154,J-33L-20K600ms_m0.8,20221111,187.5,27.26604549,37.04685211,-2360.082679,2912.671356,0,0,0,0.3333333333,0.6666666667,0,0,187.5,101.3597497,7.704432252,0,-6293.55381,7767.123616,0,0,0,0,0,0,0,0,
155,J-33L-20K600ms_m0.85,20221111,187.5,19.24662035,38.15254211,-2360.082679,2941.681852,0,0,0,0.3333333333,0.6666666667,0,0,187.5,95.55170458,-18.56522319,0,-6293.55381,7844.48494,0,0,0,0,0,0,0,0,
156,J-33L-20K600ms_m0.9,20221111,187.5,12.11824244,39.22370911,-2360.082679,2967.46896,0,0,0,0.3333333333,0.6666666667,0,0,187.5,90.56566065,-42.09269089,0,-6293.55381,7913.25056,0,0,0,0,0,0,0,0,
157,J-33L-20K600ms_m0.95,20221111,187.5,5.740220104,41.20429993,-2360.082679,2990.541636,0,0,0,0.3333333333,0.6666666667,0,0,187.5,88.14881996,-65.18793954,0,-6293.55381,7974.777695,0,0,0,0,0,0,0,0,
158,J-33L-20K600ms_m1.0,20221111,187.5,0,42.33345032,-2360.082679,3011.307043,0,0,0,0.3333333333,0.6666666667,0,0,187.5,84.66690063,-84.66690063,0,-6293.55381,8030.152116,0,0,0,0,0,0,0,0,
159,J-33L-10K0ms_m0.6,20221111,-1875,72.70945465,128.5688782,5123.106303,-4037.765497,0,0,0,0.3333333333,0.6666666667,0,0,-1875,329.847211,-39.00939241,0,13661.61681,-10767.37466,0,0,0,0,0,0,0,0,
160,J-33L-10K0ms_m0.65,20221111,-1875,58.72686721,128.2408142,5123.106303,-3987.183094,0,0,0,0.3333333333,0.6666666667,0,0,-1875,315.2084956,-80.30102678,0,13661.61681,-10632.48825,0,0,0,0,0,0,0,0,
161,J-33L-10K0ms_m0.7,20221111,-1875,46.74179227,127.9768372,5123.106303,-3943.826748,0,0,0,0.3333333333,0.6666666667,0,0,-1875,302.6954666,-115.7282975,0,13661.61681,-10516.87133,0,0,0,0,0,0,0,0,
162,J-33L-10K0ms_m0.75,20221111,-1875,36.35472732,127.76474,5123.106303,-3906.251248,0,0,0,0.3333333333,0.6666666667,0,0,-1875,291.8842073,-146.465298,0,13661.61681,-10416.66999,0,0,0,0,0,0,0,0,
163,J-33L-10K0ms_m0.8,20221111,-1875,27.26604549,127.5953674,5123.106303,-3873.372685,0,0,0,0.3333333333,0.6666666667,0,0,-1875,282.4567804,-173.3925984,0,13661.61681,-10328.99383,0,0,0,0,0,0,0,0,
164,J-33L-10K0ms_m0.85,20221111,-1875,19.24662035,127.4610901,5123.106303,-3844.362189,0,0,0,0.3333333333,0.6666666667,0,0,-1875,274.1688005,-197.1823191,0,13661.61681,-10251.6325,0,0,0,0,0,0,0,0,
165,J-33L-10K0ms_m0.9,20221111,-1875,12.11824244,125.5079651,5123.106303,-3818.575081,0,0,0,0.3333333333,0.6666666667,0,0,-1875,263.1341726,-214.6612029,0,13661.61681,-10182.86688,0,0,0,0,0,0,0,0,
166,J-33L-10K0ms_m0.95,20221111,-1875,5.740220104,125.2729797,5123.106303,-3795.502406,0,0,0,0.3333333333,0.6666666667,0,0,-1875,256.2861796,-233.3252992,0,13661.61681,-10121.33975,0,0,0,0,0,0,0,0,
167,J-33L-10K0ms_m1.0,20221111,-1875,0,125.0502014,5123.106303,-3774.736998,0,0,0,0.3333333333,0.6666666667,0,0,-1875,250.1004028,-250.1004028,0,13661.61681,-10065.96533,0,0,0,0,0,0,0,0,
168,J-33L-10K300ms_m0.6,20221111,-937.5,72.70945465,76.29837036,1669.326773,-856.807353,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,225.3061954,65.53162321,0,4451.538061,-2284.819608,0,0,0,0,0,0,0,0,
169,J-33L-10K300ms_m0.65,20221111,-937.5,58.72686721,76.52267456,1669.326773,-806.2249493,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,211.7722163,23.13525252,0,4451.538061,-2149.933198,0,0,0,0,0,0,0,0,
170,J-33L-10K300ms_m0.7,20221111,-937.5,46.74179227,76.77597046,1669.326773,-762.8686032,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,200.2937332,-13.3265641,0,4451.538061,-2034.316275,0,0,0,0,0,0,0,0,
171,J-33L-10K300ms_m0.75,20221111,-937.5,36.35472732,77.05368042,1669.326773,-725.2931033,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,190.4620882,-45.04317887,0,4451.538061,-1934.114942,0,0,0,0,0,0,0,0,
172,J-33L-10K300ms_m0.8,20221111,-937.5,27.26604549,77.34970093,1669.326773,-692.4145409,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,181.9654473,-72.90126538,0,4451.538061,-1846.438776,0,0,0,0,0,0,0,0,
173,J-33L-10K300ms_m0.85,20221111,-937.5,19.24662035,76.53488159,1669.326773,-663.4040446,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,172.3163835,-95.32990214,0,4451.538061,-1769.077452,0,0,0,0,0,0,0,0,
174,J-33L-10K300ms_m0.9,20221111,-937.5,12.11824244,76.76071167,1669.326773,-637.6169369,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,165.6396658,-117.166696,0,4451.538061,-1700.311832,0,0,0,0,0,0,0,0,
175,J-33L-10K300ms_m0.95,20221111,-937.5,5.740220104,76.99111938,1669.326773,-614.5442615,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,159.7224589,-136.7615785,0,4451.538061,-1638.784697,0,0,0,0,0,0,0,0,
176,J-33L-10K300ms_m1.0,20221111,-937.5,0,77.22457886,1669.326773,-593.7788536,0,0,0,0.3333333333,0.6666666667,0,0,-937.5,154.4491577,-154.4491577,0,4451.538061,-1583.410276,0,0,0,0,0,0,0,0,
177,J-33L-10K600ms_m0.6,20221111,3.55E-13,72.70945465,43.31459045,-1784.452757,2324.150791,0,0,0,0.3333333333,0.6666666667,0,0,3.55E-13,159.3386356,131.499183,0,-4758.540686,6197.735444,0,0,0,0,0,0,0,0,
178,J-33L-10K600ms_m0.65,20221111,-3.55E-13,58.72686721,44.38728333,-1784.452757,2374.733195,0,0,0,0.3333333333,0.6666666667,0,0,-3.55E-13,147.5014339,87.40603499,0,-4758.540686,6332.621854,0,0,0,0,0,0,0,0,
179,J-33L-10K600ms_m0.7,20221111,0,46.74179227,44.66499329,-1784.452757,2418.089541,0,0,0,0.3333333333,0.6666666667,0,0,0,136.0717788,50.89539024,0,-4758.540686,6448.238777,0,0,0,0,0,0,0,0,
180,J-33L-10K600ms_m0.75,20221111,0,36.35472732,45.61180115,-1784.452757,2455.665041,0,0,0,0.3333333333,0.6666666667,0,0,0,127.5783296,17.84057967,0,-4758.540686,6548.44011,0,0,0,0,0,0,0,0,
181,J-33L-10K600ms_m0.8,20221111,0,27.26604549,46.53190613,-1784.452757,2488.543604,0,0,0,0.3333333333,0.6666666667,0,0,0,120.3298577,-11.26567578,0,-4758.540686,6636.116276,0,0,0,0,0,0,0,0,
182,J-33L-10K600ms_m0.85,20221111,-3.55E-13,19.24662035,47.42607117,-1784.452757,2517.5541,0,0,0,0.3333333333,0.6666666667,0,0,-3.55E-13,114.0987627,-37.11228129,0,-4758.540686,6713.477599,0,0,0,0,0,0,0,0,
183,J-33L-10K600ms_m0.9,20221111,-3.55E-13,12.11824244,48.29658508,-1784.452757,2543.341208,0,0,0,0.3333333333,0.6666666667,0,0,-3.55E-13,108.7114126,-60.23844284,0,-4758.540686,6782.24322,0,0,0,0,0,0,0,0,
184,J-33L-10K600ms_m0.95,20221111,0,5.740220104,49.14497375,-1784.452757,2566.413883,0,0,0,0.3333333333,0.6666666667,0,0,0,104.0301676,-81.0692872,0,-4758.540686,6843.770355,0,0,0,0,0,0,0,0,
185,J-33L-10K600ms_m1.0,20221111,0,0,50.96916199,-1784.452757,2587.179291,0,0,0,0.3333333333,0.6666666667,0,0,0,101.938324,-101.938324,0,-4758.540686,6899.144776,0,0,0,0,0,0,0,0,
186,J-33L0K0ms_m0.6,20221111,-2062.5,72.70945465,156.6854858,5698.736224,-4461.89325,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,386.0804263,-95.24260774,0,15196.62993,-11898.382,0,0,0,0,0,0,0,0,
187,J-33L0K0ms_m0.65,20221111,-2062.5,58.72686721,156.5512085,5698.736224,-4411.310846,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,371.8292842,-136.9218154,0,15196.62993,-11763.49559,0,0,0,0,0,0,0,0,
188,J-33L0K0ms_m0.7,20221111,-2062.5,46.74179227,156.4840698,5698.736224,-4367.9545,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,359.7099319,-172.7427628,0,15196.62993,-11647.87867,0,0,0,0,0,0,0,0,
189,J-33L0K0ms_m0.75,20221111,-2062.5,36.35472732,156.4718628,5698.736224,-4330.379,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,349.2984529,-203.8795436,0,15196.62993,-11547.67733,0,0,0,0,0,0,0,0,
190,J-33L0K0ms_m0.8,20221111,-2062.5,27.26604549,156.5054321,5698.736224,-4297.500438,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,340.2769097,-231.2127278,0,15196.62993,-11460.00117,0,0,0,0,0,0,0,0,
191,J-33L0K0ms_m0.85,20221111,-2062.5,19.24662035,156.5725708,5698.736224,-4268.489942,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,332.3917619,-255.4052806,0,15196.62993,-11382.63984,0,0,0,0,0,0,0,0,
192,J-33L0K0ms_m0.9,20221111,-2062.5,12.11824244,156.6732788,5698.736224,-4242.702834,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,325.4648001,-276.9918303,0,15196.62993,-11313.87422,0,0,0,0,0,0,0,0,
193,J-33L0K0ms_m0.95,20221111,-2062.5,5.740220104,154.3051147,5698.736224,-4219.630159,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,314.3504496,-291.3895692,0,15196.62993,-11252.34709,0,0,0,0,0,0,0,0,
194,J-33L0K0ms_m1.0,20221111,-2062.5,0,154.2410278,5698.736224,-4198.864751,0,0,0,0.3333333333,0.6666666667,0,0,-2062.5,308.4820557,-308.4820557,0,15196.62993,-11196.97267,0,0,0,0,0,0,0,0,
195,J-33L0K300ms_m0.6,20221111,-1125,72.70945465,92.93045044,2244.956694,-1280.935106,0,0,0,0.3333333333,0.6666666667,0,0,-1125,258.5703555,32.26746306,0,5986.551185,-3415.826948,0,0,0,0,0,0,0,0,
196,J-33L0K300ms_m0.65,20221111,-1125,58.72686721,92.90908813,2244.956694,-1230.352702,0,0,0,0.3333333333,0.6666666667,0,0,-1125,244.5450435,-9.637574629,0,5986.551185,-3280.940538,0,0,0,0,0,0,0,0,
197,J-33L0K300ms_m0.7,20221111,-1125,46.74179227,92.9335022,2244.956694,-1186.996356,0,0,0,0.3333333333,0.6666666667,0,0,-1125,232.6087967,-45.64162758,0,5986.551185,-3165.323616,0,0,0,0,0,0,0,0,
198,J-33L0K300ms_m0.75,20221111,-1125,36.35472732,92.9914856,2244.956694,-1149.420856,0,0,0,0.3333333333,0.6666666667,0,0,-1125,222.3376985,-76.91878922,0,5986.551185,-3065.122282,0,0,0,0,0,0,0,0,
199,J-33L0K300ms_m0.8,20221111,-1125,27.26604549,93.07846069,2244.956694,-1116.542293,0,0,0,0.3333333333,0.6666666667,0,0,-1125,213.4229669,-104.3587849,0,5986.551185,-2977.446116,0,0,0,0,0,0,0,0,
200,J-33L0K300ms_m0.85,20221111,-1125,19.24662035,91.96609497,2244.956694,-1087.531797,0,0,0,0.3333333333,0.6666666667,0,0,-1125,203.1788103,-126.1923289,0,5986.551185,-2900.084793,0,0,0,0,0,0,0,0,
201,J-33L0K300ms_m0.9,20221111,-1125,12.11824244,91.9859314,2244.956694,-1061.744689,0,0,0,0.3333333333,0.6666666667,0,0,-1125,196.0901052,-147.6171355,0,5986.551185,-2831.319172,0,0,0,0,0,0,0,0,
202,J-33L0K300ms_m0.95,20221111,-1125,5.740220104,92.01644897,2244.956694,-1038.672014,0,0,0,0.3333333333,0.6666666667,0,0,-1125,189.7731181,-166.8122376,0,5986.551185,-2769.792038,0,0,0,0,0,0,0,0,
203,J-33L0K300ms_m1.0,20221111,-1125,0,92.05307007,2244.956694,-1017.906606,0,0,0,0.3333333333,0.6666666667,0,0,-1125,184.1061401,-184.1061401,0,5986.551185,-2714.417617,0,0,0,0,0,0,0,0,
204,J-33L0K600ms_m0.6,20221111,-187.5,72.70945465,55.08369446,-1208.822835,1900.023039,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,182.8768436,107.960975,0,-3223.527561,5066.728104,0,0,0,0,0,0,0,0,
205,J-33L0K600ms_m0.65,20221111,-187.5,58.72686721,55.88478088,-1208.822835,1950.605443,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,170.496429,64.41103987,0,-3223.527561,5201.614514,0,0,0,0,0,0,0,0,
206,J-33L0K600ms_m0.7,20221111,-187.5,46.74179227,56.67823792,-1208.822835,1993.961789,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,160.0982681,26.86890099,0,-3223.527561,5317.231436,0,0,0,0,0,0,0,0,
207,J-33L0K600ms_m0.75,20221111,-187.5,36.35472732,56.62559509,-1208.822835,2031.537289,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,149.6059175,-4.187008218,0,-3223.527561,5417.432769,0,0,0,0,0,0,0,0,
208,J-33L0K600ms_m0.8,20221111,-187.5,27.26604549,57.31987,-1208.822835,2064.415851,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,141.9057855,-32.84160351,0,-3223.527561,5505.108936,0,0,0,0,0,0,0,0,
209,J-33L0K600ms_m0.85,20221111,-187.5,19.24662035,57.99964905,-1208.822835,2093.426347,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,135.2459184,-58.25943705,0,-3223.527561,5582.470259,0,0,0,0,0,0,0,0,
210,J-33L0K600ms_m0.9,20221111,-187.5,12.11824244,58.66493225,-1208.822835,2119.213455,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,129.4481069,-80.97513718,0,-3223.527561,5651.23588,0,0,0,0,0,0,0,0,
211,J-33L0K600ms_m0.95,20221111,-187.5,5.740220104,59.31724548,-1208.822835,2142.28613,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,124.3747111,-101.4138307,0,-3223.527561,5712.763014,0,0,0,0,0,0,0,0,
212,J-33L0K600ms_m1.0,20221111,-187.5,0,59.95582581,-1208.822835,2163.051538,0,0,0,0.3333333333,0.6666666667,0,0,-187.5,119.9116516,-119.9116516,0,-3223.527561,5768.137435,0,0,0,0,0,0,0,0,
213,J-33L10K0ms_m0.6,20221111,-2250,72.70945465,0,6274.366146,-4886.021003,0,0,0,0.3333333333,0.6666666667,0,0,-2250,72.70945465,218.1283639,0,16731.64306,-13029.38934,0,0,0,0,0,0,0,0,
214,J-33L10K0ms_m0.65,20221111,-2250,58.72686721,0,6274.366146,-4835.438599,0,0,0,0.3333333333,0.6666666667,0,0,-2250,58.72686721,176.1806016,0,16731.64306,-12894.50293,0,0,0,0,0,0,0,0,
215,J-33L10K0ms_m0.7,20221111,-2250,46.74179227,0,6274.366146,-4792.082253,0,0,0,0.3333333333,0.6666666667,0,0,-2250,46.74179227,140.2253768,0,16731.64306,-12778.88601,0,0,0,0,0,0,0,0,
216,J-33L10K0ms_m0.75,20221111,-2250,36.35472732,0,6274.366146,-4754.506753,0,0,0,0.3333333333,0.6666666667,0,0,-2250,36.35472732,109.064182,0,16731.64306,-12678.68467,0,0,0,0,0,0,0,0,
217,J-33L10K0ms_m0.8,20221111,-2250,27.26604549,0,6274.366146,-4721.628191,0,0,0,0.3333333333,0.6666666667,0,0,-2250,27.26604549,81.79813648,0,16731.64306,-12591.00851,0,0,0,0,0,0,0,0,
218,J-33L10K0ms_m0.85,20221111,-2250,19.24662035,0,6274.366146,-4692.617694,0,0,0,0.3333333333,0.6666666667,0,0,-2250,19.24662035,57.73986104,0,16731.64306,-12513.64718,0,0,0,0,0,0,0,0,
219,J-33L10K0ms_m0.9,20221111,-2250,12.11824244,0,6274.366146,-4666.830586,0,0,0,0.3333333333,0.6666666667,0,0,-2250,12.11824244,36.35472732,0,16731.64306,-12444.88156,0,0,0,0,0,0,0,0,
220,J-33L10K0ms_m0.95,20221111,-2250,5.740220104,0,6274.366146,-4643.757911,0,0,0,0.3333333333,0.6666666667,0,0,-2250,5.740220104,17.22066031,0,16731.64306,-12383.35443,0,0,0,0,0,0,0,0,
221,J-33L10K0ms_m1.0,20221111,-2250,0,0,6274.366146,-4622.992503,0,0,0,0.3333333333,0.6666666667,0,0,-2250,0,0,0,16731.64306,-12327.98001,0,0,0,0,0,0,0,0,
222,J-33L10K300ms_m0.6,20221111,-1312.5,72.70945465,112.1855164,2820.586616,-1705.062858,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,297.0804874,-6.242668779,0,7521.56431,-4546.834289,0,0,0,0,0,0,0,0,
223,J-33L10K300ms_m0.65,20221111,-1312.5,58.72686721,111.9718933,2820.586616,-1654.480454,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,282.6706538,-47.76318498,0,7521.56431,-4411.947879,0,0,0,0,0,0,0,0,
224,J-33L10K300ms_m0.7,20221111,-1312.5,46.74179227,111.8132019,2820.586616,-1611.124108,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,270.3681961,-83.40102699,0,7521.56431,-4296.330956,0,0,0,0,0,0,0,0,
225,J-33L10K300ms_m0.75,20221111,-1312.5,36.35472732,111.6972351,2820.586616,-1573.548609,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,259.7491975,-114.3302882,0,7521.56431,-4196.129623,0,0,0,0,0,0,0,0,
226,J-33L10K300ms_m0.8,20221111,-1312.5,27.26604549,111.6163635,2820.586616,-1540.670046,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,250.4987725,-141.4345906,0,7521.56431,-4108.453456,0,0,0,0,0,0,0,0,
227,J-33L10K300ms_m0.85,20221111,-1312.5,19.24662035,111.5660095,2820.586616,-1511.65955,0,0,0,0.3333333333,0.6666666667,0,0,-1312.5,242.3786394,-165.392158,0,7521.56431,-4031.092133,0,0,0,0,0,0,0,0,
